#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Component	GO:0005694	Chromosome	8	1850	0.85	0.0011	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,TP53,FANCD2,ERCC4,ERCC6,CDKN2A,BRCA1,FANCB
GO Component	GO:1990391	DNA repair complex	3	43	2.06	0.0011	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960	FANCD2,ERCC4,BRCA1
GO Component	GO:0070532	BRCA1-B complex	2	4	2.91	0.0017	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
GO Component	GO:0005634	Nucleus	12	7672	0.41	0.0029	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDK12,CDKN2A,BRCA1,FANCB
GO Component	GO:0140513	Nuclear protein-containing complex	6	1290	0.88	0.0097	9606.ENSP00000259008,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000398880,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,ERCC4,ERCC6,CDK12,BRCA1,FANCB
GO Component	GO:0016604	Nuclear body	5	833	0.99	0.0144	9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000348089,9606.ENSP00000398880,9606.ENSP00000418960	TP53,FANCD2,ERCC6,CDK12,BRCA1
STRING clusters	CL:6147	DNA repair pathways, full network, and HDR through Homologous Recombination (HRR)	6	96	2.01	6.82e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
STRING clusters	CL:6148	Diseases of DNA repair, and DNA repair complex	4	76	1.94	9.26e-05	9606.ENSP00000259008,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960	BRIP1,ERCC4,ERCC6,BRCA1
STRING clusters	CL:6280	Nucleotide-excision repair complex, and XPG/Rad2 endonuclease, eukaryotes	2	10	2.52	0.0146	9606.ENSP00000310520,9606.ENSP00000348089	ERCC4,ERCC6
STRING clusters	CL:6299	Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I	2	20	2.22	0.0446	9606.ENSP00000287647,9606.ENSP00000498215	FANCD2,FANCB
KEGG	hsa03460	Fanconi anemia pathway	5	51	2.21	4.04e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
KEGG	hsa05206	MicroRNAs in cancer	4	159	1.62	0.00036	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915,9606.ENSP00000418960	APC,TP53,CDKN2A,BRCA1
KEGG	hsa01524	Platinum drug resistance	3	70	1.85	0.00086	9606.ENSP00000269305,9606.ENSP00000418915,9606.ENSP00000418960	TP53,CDKN2A,BRCA1
KEGG	hsa05200	Pathways in cancer	5	515	1.2	0.00086	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915	APC,TP53,SUFU,GNAS,CDKN2A
KEGG	hsa05217	Basal cell carcinoma	3	63	1.89	0.00086	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000358918	APC,TP53,SUFU
KEGG	hsa01522	Endocrine resistance	3	94	1.72	0.0014	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000418915	TP53,GNAS,CDKN2A
KEGG	hsa04934	Cushing syndrome	3	153	1.51	0.0043	9606.ENSP00000257430,9606.ENSP00000360141,9606.ENSP00000418915	APC,GNAS,CDKN2A
KEGG	hsa05224	Breast cancer	3	146	1.53	0.0043	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418960	APC,TP53,BRCA1
KEGG	hsa05225	Hepatocellular carcinoma	3	161	1.49	0.0044	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	APC,TP53,CDKN2A
KEGG	hsa03440	Homologous recombination	2	38	1.94	0.0088	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
KEGG	hsa05163	Human cytomegalovirus infection	3	217	1.36	0.0088	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000418915	TP53,GNAS,CDKN2A
KEGG	hsa05219	Bladder cancer	2	40	1.91	0.0088	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa03420	Nucleotide excision repair	2	46	1.85	0.0098	9606.ENSP00000310520,9606.ENSP00000348089	ERCC4,ERCC6
KEGG	hsa05213	Endometrial cancer	2	58	1.75	0.0142	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
KEGG	hsa05223	Non-small cell lung cancer	2	68	1.68	0.0180	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa04115	p53 signaling pathway	2	72	1.66	0.0183	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05165	Human papillomavirus infection	3	324	1.18	0.0183	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000360141	APC,TP53,GNAS
KEGG	hsa05210	Colorectal cancer	2	82	1.6	0.0183	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
KEGG	hsa05212	Pancreatic cancer	2	71	1.67	0.0183	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05214	Glioma	2	71	1.67	0.0183	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05218	Melanoma	2	72	1.66	0.0183	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05220	Chronic myeloid leukemia	2	75	1.64	0.0183	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa04110	Cell cycle	2	120	1.44	0.0352	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
KEGG	hsa05226	Gastric cancer	2	146	1.35	0.0493	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
KEGG	hsa04218	Cellular senescence	2	150	1.34	0.0498	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
Reactome	HSA-73894	DNA Repair	7	310	1.57	4.40e-07	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Reactome	HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	4	62	2.02	6.35e-05	9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000398880,9606.ENSP00000418960	TP53,FANCD2,CDK12,BRCA1
Reactome	HSA-3700989	Transcriptional Regulation by TP53	5	361	1.36	0.0012	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000398880,9606.ENSP00000418960	BRIP1,TP53,FANCD2,CDK12,BRCA1
Reactome	HSA-5685938	HDR through Single Strand Annealing (SSA)	3	37	2.12	0.0012	9606.ENSP00000259008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,ERCC4,BRCA1
Reactome	HSA-5693532	DNA Double-Strand Break Repair	4	149	1.64	0.0012	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,TP53,ERCC4,BRCA1
Reactome	HSA-6783310	Fanconi Anemia Pathway	3	37	2.12	0.0012	9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000498215	FANCD2,ERCC4,FANCB
Reactome	HSA-74160	Gene expression (Transcription)	7	1476	0.89	0.0025	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000348089,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960	BRIP1,TP53,FANCD2,ERCC6,CDK12,CDKN2A,BRCA1
Reactome	HSA-69473	G2/M DNA damage checkpoint	3	77	1.81	0.0039	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000418960	BRIP1,TP53,BRCA1
Reactome	HSA-6804756	Regulation of TP53 Activity through Phosphorylation	3	92	1.73	0.0059	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000418960	BRIP1,TP53,BRCA1
Reactome	HSA-212436	Generic Transcription Pathway	6	1215	0.91	0.0085	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960	BRIP1,TP53,FANCD2,CDK12,CDKN2A,BRCA1
Reactome	HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	2	26	2.1	0.0167	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	2	24	2.14	0.0167	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	2	24	2.14	0.0167	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	2	24	2.14	0.0167	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-9709603	Impaired BRCA2 binding to PALB2	2	24	2.14	0.0167	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	2	32	2.01	0.0196	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-2559585	Oncogene Induced Senescence	2	33	2.0	0.0198	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
Reactome	HSA-9709570	Impaired BRCA2 binding to RAD51	2	34	1.98	0.0198	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-1643685	Disease	6	1702	0.76	0.0215	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960	APC,BRIP1,TP53,GNAS,CDKN2A,BRCA1
Reactome	HSA-5689896	Ovarian tumor domain proteases	2	39	1.93	0.0232	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Reactome	HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	2	39	1.93	0.0232	9606.ENSP00000259008,9606.ENSP00000418960	BRIP1,BRCA1
Reactome	HSA-8853884	Transcriptional Regulation by VENTX	2	39	1.93	0.0232	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
Reactome	HSA-1640170	Cell Cycle	4	658	1.0	0.0338	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000418915,9606.ENSP00000418960	BRIP1,TP53,CDKN2A,BRCA1
Reactome	HSA-5688426	Deubiquitination	3	280	1.25	0.0371	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418960	APC,TP53,BRCA1
Reactome	HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	2	60	1.74	0.0388	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
Reactome	HSA-6782135	Dual incision in TC-NER	2	65	1.7	0.0430	9606.ENSP00000310520,9606.ENSP00000348089	ERCC4,ERCC6
WikiPathways	WP4946	DNA repair pathways, full network	6	120	1.91	4.23e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
WikiPathways	WP3959	DNA IR-double strand breaks and cellular response via ATM	4	55	2.08	1.37e-05	9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000418915,9606.ENSP00000418960	TP53,FANCD2,CDKN2A,BRCA1
WikiPathways	WP4016	DNA IR-damage and cellular response via ATR	4	81	1.91	4.04e-05	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000418960	BRIP1,TP53,FANCD2,BRCA1
WikiPathways	WP2516	ATM signaling pathway	3	40	2.09	0.00041	9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000418960	TP53,FANCD2,BRCA1
WikiPathways	WP1530	miRNA regulation of DNA damage response	3	71	1.84	0.0016	9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000418960	TP53,FANCD2,BRCA1
WikiPathways	WP2261	Glioblastoma signaling pathways	3	82	1.78	0.0016	9606.ENSP00000269305,9606.ENSP00000418915,9606.ENSP00000418960	TP53,CDKN2A,BRCA1
WikiPathways	WP5114	Nucleotide excision repair in xeroderma pigmentosum 	3	75	1.82	0.0016	9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960	ERCC4,ERCC6,BRCA1
WikiPathways	WP707	DNA damage response	3	69	1.85	0.0016	9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000418960	TP53,FANCD2,BRCA1
WikiPathways	WP710	DNA damage response (only ATM dependent)	3	109	1.65	0.0033	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	APC,TP53,CDKN2A
WikiPathways	WP1742	TP53 network	2	19	2.24	0.0055	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4262	Breast cancer pathway	3	154	1.5	0.0073	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418960	APC,TP53,BRCA1
WikiPathways	WP5087	Malignant pleural mesothelioma	4	434	1.18	0.0073	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915,9606.ENSP00000418960	APC,TP53,CDKN2A,BRCA1
WikiPathways	WP5316	Primary ovarian insufficiency	3	171	1.46	0.0084	9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960	ERCC6,GNAS,BRCA1
WikiPathways	WP2828	Bladder cancer	2	39	1.93	0.0153	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP1971	Integrated cancer pathway	2	44	1.87	0.0180	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
WikiPathways	WP4753	Nucleotide excision repair	2	44	1.87	0.0180	9606.ENSP00000310520,9606.ENSP00000348089	ERCC4,ERCC6
WikiPathways	WP3646	Hepatitis C and hepatocellular carcinoma	2	48	1.84	0.0188	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
WikiPathways	WP3286	Copper homeostasis	2	51	1.81	0.0192	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
WikiPathways	WP3611	Photodynamic therapy-induced AP-1 survival signaling	2	50	1.82	0.0192	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP3651	Pathways affected in adenoid cystic carcinoma	2	65	1.7	0.0262	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
WikiPathways	WP3998	Prader-Willi and Angelman syndrome	2	62	1.72	0.0262	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4155	Endometrial cancer	2	63	1.72	0.0262	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
WikiPathways	WP45	G1 to S cell cycle control	2	64	1.71	0.0262	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4685	Melanoma	2	68	1.68	0.0262	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4216	Chromosomal and microsatellite instability in colorectal cancer 	2	72	1.66	0.0280	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
WikiPathways	WP4255	Non-small cell lung cancer	2	72	1.66	0.0280	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4674	Head and neck squamous cell carcinoma	2	72	1.66	0.0280	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP254	Apoptosis	2	83	1.6	0.0329	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4263	Pancreatic adenocarcinoma pathway	2	86	1.58	0.0340	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP1772	Apoptosis modulation and signaling	2	89	1.57	0.0344	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP5098	T-cell activation SARS-CoV-2	2	88	1.57	0.0344	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP399	Wnt signaling pathway and pluripotency	2	100	1.52	0.0413	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
WikiPathways	WP2263	Androgen receptor network in prostate cancer	2	109	1.48	0.0473	9606.ENSP00000269305,9606.ENSP00000418960	TP53,BRCA1
Monarch	HP:0000812	Abnormal internal genitalia	10	391	1.62	8.44e-12	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001000	Abnormality of skin pigmentation	10	439	1.57	1.32e-11	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0002664	Neoplasm	11	763	1.37	1.50e-11	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0000864	Abnormality of the hypothalamus-pituitary axis	9	314	1.67	4.90e-11	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000135	Hypogonadism	9	343	1.63	8.55e-11	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000008	Abnormal morphology of female internal genitalia	9	355	1.62	9.65e-11	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001034	Hypermelanotic macule	8	194	1.83	9.65e-11	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0003330	Abnormal bone structure	10	639	1.41	1.33e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0040069	Abnormal lower limb bone morphology	10	648	1.4	1.33e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002143	Abnormality of the spinal cord	8	225	1.77	1.66e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0011314	Abnormal long bone morphology	10	675	1.39	1.66e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0003026	Short long bone	8	229	1.76	1.73e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0009601	Aplasia/Hypoplasia of the thumb	7	112	2.01	1.73e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,GNAS,FANCB
Monarch	HP:0010460	Abnormality of the female genitalia	9	422	1.54	1.73e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0003220	Abnormality of chromosome stability	6	49	2.3	2.33e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0011355	Localized skin lesion	10	738	1.35	2.33e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0011793	Neoplasm by anatomical site	10	732	1.35	2.33e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0002823	Abnormality of femur morphology	8	253	1.72	2.45e-10	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0003022	Hypoplasia of the ulna	6	54	2.26	3.26e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0011792	Neoplasm by histology	8	275	1.68	4.27e-10	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960	APC,TP53,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1
Monarch	HP:0007565	Multiple cafe-au-lait spots	6	60	2.22	5.39e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0002031	Abnormal esophagus morphology	7	153	1.88	6.67e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0012718	Morphological abnormality of the gastrointestinal tract	10	845	1.29	6.67e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0025033	Abnormality of digestive system morphology	10	849	1.29	6.67e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0100013	Neoplasm of the breast	6	64	2.19	6.67e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960	APC,BRIP1,TP53,GNAS,CDKN2A,BRCA1
Monarch	HP:0000072	Hydroureter	6	69	2.15	8.78e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0006265	Aplasia/Hypoplasia of fingers	8	315	1.62	8.78e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
