#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0044249	Cellular biosynthetic process	13	2362	0.48	0.0078	9606.ENSP00000222254,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000322570,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000359211,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000418960	PIK3R2,TP53,ATM,ERCC3,POLE,ERCC6,PARP1,DPYD,AR,SDHD,SETD2,CDK12,BRCA1
GO Process	GO:0048568	Embryonic organ development	6	454	0.86	0.0078	9606.ENSP00000269305,9606.ENSP00000285398,9606.ENSP00000302486,9606.ENSP00000322570,9606.ENSP00000358918,9606.ENSP00000386759	TP53,ERCC3,MAP2K1,POLE,SUFU,SETD2
GO Process	GO:0043066	Negative regulation of apoptotic process	8	891	0.69	0.0080	9606.ENSP00000233146,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418960,9606.ENSP00000478887	MSH2,BARD1,TP53,NTRK2,HDAC1,AR,BRCA1,MYC
GO Process	GO:0007406	Negative regulation of neuroblast proliferation	2	9	2.08	0.0081	9606.ENSP00000269305,9606.ENSP00000351015	TP53,NF1
GO Process	GO:0045859	Regulation of protein kinase activity	7	663	0.76	0.0081	9606.ENSP00000257430,9606.ENSP00000302486,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000384849,9606.ENSP00000398880,9606.ENSP00000418915	APC,MAP2K1,ERCC6,NF1,CDKN1A,CDK12,CDKN2A
GO Process	GO:0085020	Protein K6-linked ubiquitination	2	9	2.08	0.0081	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
GO Process	GO:0035239	Tube morphogenesis	7	669	0.76	0.0085	9606.ENSP00000277120,9606.ENSP00000325120,9606.ENSP00000351015,9606.ENSP00000358918,9606.ENSP00000363822,9606.ENSP00000386759,9606.ENSP00000478887	NTRK2,PGR,NF1,SUFU,AR,SETD2,MYC
GO Process	GO:0043408	Regulation of MAPK cascade	7	668	0.76	0.0085	9606.ENSP00000222254,9606.ENSP00000277120,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000357494,9606.ENSP00000363822,9606.ENSP00000478887	PIK3R2,NTRK2,MAP2K1,NF1,ROS1,AR,MYC
GO Process	GO:0072359	Circulatory system development	8	901	0.69	0.0085	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000358918,9606.ENSP00000384849,9606.ENSP00000386759	TP53,NTRK2,ATM,MAP2K1,NF1,SUFU,CDKN1A,SETD2
GO Process	GO:0006283	Transcription-coupled nucleotide-excision repair	2	10	2.04	0.0094	9606.ENSP00000285398,9606.ENSP00000348089	ERCC3,ERCC6
GO Process	GO:0033034	Positive regulation of myeloid cell apoptotic process	2	10	2.04	0.0094	9606.ENSP00000351015,9606.ENSP00000418915	NF1,CDKN2A
GO Process	GO:1901653	Cellular response to peptide	5	302	0.96	0.0099	9606.ENSP00000222254,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000355759	PIK3R2,APC,BRIP1,TP53,PARP1
GO Process	GO:0006338	Chromatin remodeling	5	303	0.96	0.0100	9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000478887	ERCC6,HDAC1,PBRM1,SETD2,MYC
GO Process	GO:0042306	Regulation of protein import into nucleus	3	62	1.42	0.0100	9606.ENSP00000222254,9606.ENSP00000351015,9606.ENSP00000358918	PIK3R2,NF1,SUFU
GO Process	GO:1901576	Organic substance biosynthetic process	13	2438	0.47	0.0102	9606.ENSP00000222254,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000322570,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000359211,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000418960	PIK3R2,TP53,ATM,ERCC3,POLE,ERCC6,PARP1,DPYD,AR,SDHD,SETD2,CDK12,BRCA1
GO Process	GO:0032879	Regulation of localization	12	2103	0.49	0.0104	9606.ENSP00000222254,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000358918,9606.ENSP00000363822,9606.ENSP00000364699,9606.ENSP00000386759,9606.ENSP00000418915	PIK3R2,APC,BARD1,MAP2K1,NF1,PARP1,ROS1,SUFU,AR,SDHD,SETD2,CDKN2A
GO Process	GO:0048534	Hematopoietic or lymphoid organ development	7	705	0.74	0.0113	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000355759	PIK3R2,MSH2,TP53,ATM,MAP2K1,NF1,PARP1
GO Process	GO:0060562	Epithelial tube morphogenesis	5	315	0.94	0.0118	9606.ENSP00000325120,9606.ENSP00000358918,9606.ENSP00000363822,9606.ENSP00000386759,9606.ENSP00000478887	PGR,SUFU,AR,SETD2,MYC
GO Process	GO:1902105	Regulation of leukocyte differentiation	5	315	0.94	0.0118	9606.ENSP00000287647,9606.ENSP00000351015,9606.ENSP00000386593,9606.ENSP00000418915,9606.ENSP00000478887	FANCD2,NF1,PBRM1,CDKN2A,MYC
GO Process	GO:2001242	Regulation of intrinsic apoptotic signaling pathway	4	169	1.11	0.0118	9606.ENSP00000269305,9606.ENSP00000355759,9606.ENSP00000362649,9606.ENSP00000478887	TP53,PARP1,HDAC1,MYC
GO Process	GO:0001763	Morphogenesis of a branching structure	4	171	1.11	0.0121	9606.ENSP00000325120,9606.ENSP00000363822,9606.ENSP00000386759,9606.ENSP00000478887	PGR,AR,SETD2,MYC
GO Process	GO:0030888	Regulation of B cell proliferation	3	67	1.39	0.0121	9606.ENSP00000278616,9606.ENSP00000384849,9606.ENSP00000418915	ATM,CDKN1A,CDKN2A
GO Process	GO:0008544	Epidermis development	5	320	0.93	0.0125	9606.ENSP00000285398,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000360141,9606.ENSP00000362649	ERCC3,MAP2K1,NF1,GNAS,HDAC1
GO Process	GO:0009650	UV protection	2	12	1.96	0.0125	9606.ENSP00000285398,9606.ENSP00000310520	ERCC3,ERCC4
GO Process	GO:0033148	Positive regulation of intracellular estrogen receptor signaling pathway	2	12	1.96	0.0125	9606.ENSP00000355759,9606.ENSP00000363822	PARP1,AR
GO Process	GO:0051095	Regulation of helicase activity	2	12	1.96	0.0125	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
GO Process	GO:1903800	Positive regulation of miRNA maturation	2	12	1.96	0.0125	9606.ENSP00000269305,9606.ENSP00000302486	TP53,MAP2K1
GO Process	GO:0016310	Phosphorylation	8	966	0.66	0.0127	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000357494,9606.ENSP00000384849,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915	NTRK2,ATM,MAP2K1,ROS1,CDKN1A,CDK12,ERG,CDKN2A
GO Process	GO:0051249	Regulation of lymphocyte activation	6	508	0.81	0.0127	9606.ENSP00000233146,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000384849,9606.ENSP00000386593,9606.ENSP00000418915	MSH2,ATM,FANCD2,CDKN1A,PBRM1,CDKN2A
GO Process	GO:0009967	Positive regulation of signal transduction	10	1525	0.55	0.0128	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000418915,9606.ENSP00000478887	TP53,NTRK2,ATM,MAP2K1,NF1,PARP1,GNAS,AR,CDKN2A,MYC
GO Process	GO:0044087	Regulation of cellular component biogenesis	8	971	0.65	0.0130	9606.ENSP00000222254,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000294008,9606.ENSP00000355759,9606.ENSP00000418960	PIK3R2,APC,TP53,NTRK2,ATM,SLX4,PARP1,BRCA1
GO Process	GO:0007399	Nervous system development	12	2188	0.48	0.0142	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000302486,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000386759	APC,TP53,NTRK2,ATM,ERCC3,FANCD2,MAP2K1,ERCC6,NF1,SUFU,HDAC1,SETD2
GO Process	GO:0043412	Macromolecule modification	14	2898	0.42	0.0142	9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000362649,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215,9606.ENSP00000500891	BARD1,NTRK2,ATM,MAP2K1,PARP1,ROS1,HDAC1,SETD2,CDK12,ERG,CDKN2A,BRCA1,FANCB,MUTYH
GO Process	GO:0009894	Regulation of catabolic process	8	988	0.65	0.0144	9606.ENSP00000222254,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418915	PIK3R2,APC,BARD1,TP53,ATM,ERCC4,SUFU,CDKN2A
GO Process	GO:1902533	Positive regulation of intracellular signal transduction	8	997	0.64	0.0152	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000418915,9606.ENSP00000478887	TP53,NTRK2,ATM,MAP2K1,GNAS,AR,CDKN2A,MYC
GO Process	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	2	14	1.89	0.0156	9606.ENSP00000269305,9606.ENSP00000384849	TP53,CDKN1A
GO Process	GO:0016043	Cellular component organization	20	5436	0.3	0.0156	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000348020,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000355759,9606.ENSP00000362649,9606.ENSP00000386593,9606.ENSP00000386759,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887	PIK3R2,MSH2,APC,BRIP1,TP53,ATM,ERCC3,FANCD2,SLX4,ERCC4,MLH3,ERCC6,NF1,PARP1,HDAC1,PBRM1,SETD2,CDKN2A,BRCA1,MYC
GO Process	GO:1903624	Regulation of DNA catabolic process	2	14	1.89	0.0156	9606.ENSP00000278616,9606.ENSP00000418915	ATM,CDKN2A
GO Process	GO:0010001	Glial cell differentiation	4	188	1.07	0.0162	9606.ENSP00000277120,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000362649	NTRK2,MAP2K1,NF1,HDAC1
GO Process	GO:0046777	Protein autophosphorylation	4	189	1.06	0.0164	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000357494,9606.ENSP00000398880	NTRK2,ATM,ROS1,CDK12
GO Process	GO:0031401	Positive regulation of protein modification process	8	1018	0.63	0.0171	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000348089,9606.ENSP00000384849,9606.ENSP00000418915,9606.ENSP00000418960	TP53,NTRK2,ATM,MAP2K1,ERCC6,CDKN1A,CDKN2A,BRCA1
GO Process	GO:0006513	Protein monoubiquitination	3	78	1.32	0.0172	9606.ENSP00000260947,9606.ENSP00000418960,9606.ENSP00000498215	BARD1,BRCA1,FANCB
GO Process	GO:0042308	Negative regulation of protein import into nucleus	2	15	1.86	0.0172	9606.ENSP00000351015,9606.ENSP00000358918	NF1,SUFU
GO Process	GO:0072520	Seminiferous tubule development	2	15	1.86	0.0172	9606.ENSP00000259008,9606.ENSP00000363822	BRIP1,AR
GO Process	GO:0003006	Developmental process involved in reproduction	8	1023	0.63	0.0174	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000325120,9606.ENSP00000357494,9606.ENSP00000363822,9606.ENSP00000386759	MSH2,BRIP1,ATM,MAP2K1,PGR,ROS1,AR,SETD2
GO Process	GO:0048709	Oligodendrocyte differentiation	3	79	1.32	0.0176	9606.ENSP00000277120,9606.ENSP00000351015,9606.ENSP00000362649	NTRK2,NF1,HDAC1
GO Process	GO:0007265	Ras protein signal transduction	4	194	1.05	0.0177	9606.ENSP00000269305,9606.ENSP00000351015,9606.ENSP00000384849,9606.ENSP00000418915	TP53,NF1,CDKN1A,CDKN2A
GO Process	GO:0034504	Protein localization to nucleus	4	195	1.05	0.0180	9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000351015,9606.ENSP00000384849	BARD1,TP53,NF1,CDKN1A
GO Process	GO:0001942	Hair follicle development	3	80	1.31	0.0181	9606.ENSP00000351015,9606.ENSP00000360141,9606.ENSP00000362649	NF1,GNAS,HDAC1
GO Process	GO:0007492	Endoderm development	3	81	1.31	0.0187	9606.ENSP00000302486,9606.ENSP00000362649,9606.ENSP00000386759	MAP2K1,HDAC1,SETD2
GO Process	GO:0051248	Negative regulation of protein metabolic process	8	1038	0.63	0.0189	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000351015,9606.ENSP00000358918,9606.ENSP00000384849,9606.ENSP00000418915,9606.ENSP00000418960	APC,TP53,NTRK2,NF1,SUFU,CDKN1A,CDKN2A,BRCA1
GO Process	GO:0060253	Negative regulation of glial cell proliferation	2	16	1.84	0.0189	9606.ENSP00000269305,9606.ENSP00000351015	TP53,NF1
GO Process	GO:0070727	Cellular macromolecule localization	11	1948	0.49	0.0199	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000348020,9606.ENSP00000351015,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000384849	PIK3R2,MSH2,BARD1,TP53,ATM,ERCC3,MLH3,NF1,SUFU,GNAS,CDKN1A
GO Process	GO:2001021	Negative regulation of response to DNA damage stimulus	3	83	1.3	0.0199	9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000498215	ERCC4,ERCC6,FANCB
GO Process	GO:0006260	DNA replication	4	203	1.03	0.0204	9606.ENSP00000260947,9606.ENSP00000294008,9606.ENSP00000322570,9606.ENSP00000418960	BARD1,SLX4,POLE,BRCA1
GO Process	GO:0051094	Positive regulation of developmental process	9	1332	0.57	0.0204	9606.ENSP00000233146,9606.ENSP00000277120,9606.ENSP00000302486,9606.ENSP00000355759,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000418960,9606.ENSP00000478887	MSH2,NTRK2,MAP2K1,PARP1,HDAC1,AR,PBRM1,BRCA1,MYC
GO Process	GO:0006979	Response to oxidative stress	5	368	0.87	0.0207	9606.ENSP00000269305,9606.ENSP00000285398,9606.ENSP00000287647,9606.ENSP00000348089,9606.ENSP00000355759	TP53,ERCC3,FANCD2,ERCC6,PARP1
GO Process	GO:0031573	Mitotic intra-S DNA damage checkpoint signaling	2	17	1.81	0.0207	9606.ENSP00000233146,9606.ENSP00000287647	MSH2,FANCD2
GO Process	GO:0043517	Positive regulation of DNA damage response, signal transduction by p53 class mediator	2	17	1.81	0.0207	9606.ENSP00000278616,9606.ENSP00000418915	ATM,CDKN2A
GO Process	GO:0050767	Regulation of neurogenesis	5	368	0.87	0.0207	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000302486,9606.ENSP00000351015,9606.ENSP00000362649	TP53,NTRK2,MAP2K1,NF1,HDAC1
GO Process	GO:0000082	G1/S transition of mitotic cell cycle	3	86	1.28	0.0213	9606.ENSP00000322570,9606.ENSP00000384849,9606.ENSP00000478887	POLE,CDKN1A,MYC
GO Process	GO:0036211	Protein modification process	13	2674	0.42	0.0217	9606.ENSP00000260947,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000362649,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000414150,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	BARD1,NTRK2,ATM,MAP2K1,PARP1,ROS1,HDAC1,SETD2,CDK12,ERG,CDKN2A,BRCA1,FANCB
GO Process	GO:0000712	Resolution of meiotic recombination intermediates	2	18	1.78	0.0224	9606.ENSP00000294008,9606.ENSP00000310520	SLX4,ERCC4
GO Process	GO:0051347	Positive regulation of transferase activity	6	586	0.75	0.0238	9606.ENSP00000277120,9606.ENSP00000302486,9606.ENSP00000348089,9606.ENSP00000357494,9606.ENSP00000384849,9606.ENSP00000478887	NTRK2,MAP2K1,ERCC6,ROS1,CDKN1A,MYC
GO Process	GO:0030071	Regulation of mitotic metaphase/anaphase transition	3	91	1.26	0.0245	9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000386593	APC,ATM,PBRM1
GO Process	GO:0030889	Negative regulation of B cell proliferation	2	19	1.76	0.0245	9606.ENSP00000278616,9606.ENSP00000418915	ATM,CDKN2A
GO Process	GO:0045945	Positive regulation of transcription by RNA polymerase III	2	19	1.76	0.0245	9606.ENSP00000348089,9606.ENSP00000363822	ERCC6,AR
GO Process	GO:0051402	Neuron apoptotic process	3	91	1.26	0.0245	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000351015	TP53,ATM,NF1
GO Process	GO:1900182	Positive regulation of protein localization to nucleus	3	91	1.26	0.0245	9606.ENSP00000222254,9606.ENSP00000355759,9606.ENSP00000418915	PIK3R2,PARP1,CDKN2A
GO Process	GO:0001701	In utero embryonic development	5	393	0.84	0.0265	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000302486,9606.ENSP00000363822,9606.ENSP00000386759	MSH2,TP53,MAP2K1,AR,SETD2
GO Process	GO:0006312	Mitotic recombination	2	20	1.74	0.0265	9606.ENSP00000233146,9606.ENSP00000310520	MSH2,ERCC4
GO Process	GO:0016570	Histone modification	5	396	0.84	0.0271	9606.ENSP00000260947,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000386759,9606.ENSP00000418960	BARD1,ATM,HDAC1,SETD2,BRCA1
GO Process	GO:0048468	Cell development	10	1719	0.5	0.0281	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000357494,9606.ENSP00000363822,9606.ENSP00000386759	MSH2,BRIP1,NTRK2,ATM,PGR,ERCC6,NF1,ROS1,AR,SETD2
GO Process	GO:0030855	Epithelial cell differentiation	6	617	0.73	0.0296	9606.ENSP00000285398,9606.ENSP00000302486,9606.ENSP00000325120,9606.ENSP00000357494,9606.ENSP00000362649,9606.ENSP00000363822	ERCC3,MAP2K1,PGR,ROS1,HDAC1,AR
GO Process	GO:0048699	Generation of neurons	8	1131	0.59	0.0301	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000285398,9606.ENSP00000302486,9606.ENSP00000348089,9606.ENSP00000351015,9606.ENSP00000358918,9606.ENSP00000362649	TP53,NTRK2,ERCC3,MAP2K1,ERCC6,NF1,SUFU,HDAC1
GO Process	GO:0070664	Negative regulation of leukocyte proliferation	3	100	1.22	0.0306	9606.ENSP00000278616,9606.ENSP00000351015,9606.ENSP00000418915	ATM,NF1,CDKN2A
GO Process	GO:0014013	Regulation of gliogenesis	3	101	1.21	0.0312	9606.ENSP00000269305,9606.ENSP00000351015,9606.ENSP00000362649	TP53,NF1,HDAC1
GO Process	GO:0051253	Negative regulation of RNA metabolic process	9	1434	0.54	0.0313	9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000355759,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887	BARD1,TP53,PARP1,SUFU,HDAC1,AR,CDKN2A,BRCA1,MYC
GO Process	GO:0035518	Histone H2A monoubiquitination	2	23	1.68	0.0327	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
GO Process	GO:2000647	Negative regulation of stem cell proliferation	2	23	1.68	0.0327	9606.ENSP00000269305,9606.ENSP00000351015	TP53,NF1
GO Process	GO:0048732	Gland development	5	419	0.81	0.0334	9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000325120,9606.ENSP00000351015,9606.ENSP00000363822	ATM,MAP2K1,PGR,NF1,AR
GO Process	GO:0062014	Negative regulation of small molecule metabolic process	3	104	1.2	0.0334	9606.ENSP00000269305,9606.ENSP00000355759,9606.ENSP00000418960	TP53,PARP1,BRCA1
GO Process	GO:0071375	Cellular response to peptide hormone stimulus	4	240	0.96	0.0337	9606.ENSP00000222254,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000355759	PIK3R2,APC,BRIP1,PARP1
GO Process	GO:0007169	Transmembrane receptor protein tyrosine kinase signaling pathway	5	425	0.81	0.0353	9606.ENSP00000222254,9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000357494,9606.ENSP00000363822	PIK3R2,APC,NTRK2,ROS1,AR
GO Process	GO:1902106	Negative regulation of leukocyte differentiation	3	107	1.19	0.0357	9606.ENSP00000351015,9606.ENSP00000418915,9606.ENSP00000478887	NF1,CDKN2A,MYC
GO Process	GO:0010629	Negative regulation of gene expression	7	899	0.63	0.0369	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120,9606.ENSP00000357494,9606.ENSP00000362649,9606.ENSP00000384849	BRIP1,TP53,ATM,PGR,ROS1,HDAC1,CDKN1A
GO Process	GO:0045926	Negative regulation of growth	4	247	0.95	0.0369	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000384849,9606.ENSP00000418915	TP53,GNAS,CDKN1A,CDKN2A
GO Process	GO:0018193	Peptidyl-amino acid modification	7	900	0.63	0.0370	9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000302486,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000386759,9606.ENSP00000418915	NTRK2,ATM,MAP2K1,PARP1,ROS1,SETD2,CDKN2A
GO Process	GO:0010661	Positive regulation of muscle cell apoptotic process	2	25	1.64	0.0371	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
GO Process	GO:0031668	Cellular response to extracellular stimulus	4	248	0.95	0.0371	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000384849	BRIP1,TP53,ERCC6,CDKN1A
GO Process	GO:0042659	Regulation of cell fate specification	2	26	1.62	0.0391	9606.ENSP00000362649,9606.ENSP00000363822	HDAC1,AR
GO Process	GO:0014009	Glial cell proliferation	2	27	1.61	0.0414	9606.ENSP00000269305,9606.ENSP00000351015	TP53,NF1
GO Process	GO:0062098	Regulation of programmed necrotic cell death	2	27	1.61	0.0414	9606.ENSP00000269305,9606.ENSP00000500891	TP53,MUTYH
GO Process	GO:2000001	Regulation of DNA damage checkpoint	2	27	1.61	0.0414	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
GO Process	GO:0006606	Protein import into nucleus	3	115	1.15	0.0416	9606.ENSP00000269305,9606.ENSP00000351015,9606.ENSP00000384849	TP53,NF1,CDKN1A
GO Process	GO:0040008	Regulation of growth	6	671	0.69	0.0416	9606.ENSP00000269305,9606.ENSP00000357494,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000418915	TP53,ROS1,GNAS,AR,CDKN1A,CDKN2A
GO Process	GO:0015980	Energy derivation by oxidation of organic compounds	4	262	0.92	0.0434	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000364699,9606.ENSP00000478887	MSH2,TP53,SDHD,MYC
GO Process	GO:0010558	Negative regulation of macromolecule biosynthetic process	9	1532	0.51	0.0455	9606.ENSP00000269305,9606.ENSP00000355759,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000478887	TP53,PARP1,SUFU,HDAC1,AR,CDKN1A,CDKN2A,BRCA1,MYC
GO Process	GO:0045596	Negative regulation of cell differentiation	6	685	0.68	0.0455	9606.ENSP00000269305,9606.ENSP00000351015,9606.ENSP00000358918,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000478887	TP53,NF1,SUFU,CDK12,CDKN2A,MYC
GO Process	GO:0048511	Rhythmic process	4	270	0.91	0.0476	9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000325120,9606.ENSP00000362649	TP53,NTRK2,PGR,HDAC1
GO Process	GO:0070663	Regulation of leukocyte proliferation	4	271	0.91	0.0482	9606.ENSP00000278616,9606.ENSP00000351015,9606.ENSP00000384849,9606.ENSP00000418915	ATM,NF1,CDKN1A,CDKN2A
GO Process	GO:0016070	RNA metabolic process	9	1550	0.5	0.0487	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000363822,9606.ENSP00000386759,9606.ENSP00000398880,9606.ENSP00000418915	TP53,ATM,ERCC3,ERCC6,PARP1,AR,SETD2,CDK12,CDKN2A
GO Process	GO:0062197	Cellular response to chemical stress	4	272	0.91	0.0487	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000287647,9606.ENSP00000355759	TP53,ATM,FANCD2,PARP1
GO Function	GO:0047485	Protein N-terminus binding	8	109	1.6	1.56e-07	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000285398,9606.ENSP00000302486,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000362649	TP53,ATM,ERCC3,MAP2K1,ERCC4,ERCC6,PARP1,HDAC1
GO Function	GO:0003682	Chromatin binding	12	584	1.05	8.21e-07	9606.ENSP00000233146,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000285398,9606.ENSP00000310520,9606.ENSP00000322570,9606.ENSP00000348020,9606.ENSP00000348089,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000386593,9606.ENSP00000414150	MSH2,BRIP1,TP53,ERCC3,ERCC4,POLE,MLH3,ERCC6,HDAC1,AR,PBRM1,ERG
GO Function	GO:0019899	Enzyme binding	19	2084	0.7	8.21e-07	9606.ENSP00000222254,9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000260947,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000325120,9606.ENSP00000348089,9606.ENSP00000355759,9606.ENSP00000357494,9606.ENSP00000358918,9606.ENSP00000362649,9606.ENSP00000363822,9606.ENSP00000384849,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960	PIK3R2,MSH2,APC,BARD1,TP53,NTRK2,FANCD2,SLX4,PGR,ERCC6,PARP1,ROS1,SUFU,HDAC1,AR,CDKN1A,CDK12,CDKN2A,BRCA1
