#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0040069	Abnormal lower limb bone morphology	6	648	1.36	5.72e-05	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0200006	Slanting of the palpebral fissure	6	599	1.39	5.72e-05	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0011793	Neoplasm by anatomical site	6	732	1.3	5.77e-05	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0012639	Abnormal nervous system morphology	8	2546	0.89	6.01e-05	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,WRN,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000324	Facial asymmetry	4	116	1.93	6.15e-05	9606.ENSP00000277120,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,ATR,BRCA2,BRCA1
Monarch	HP:0011842	Abnormal skeletal morphology	8	2573	0.88	6.15e-05	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,WRN,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0010468	Aplasia/Hypoplasia of the testes	4	146	1.83	0.00010	9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATRX,BRCA2,BRCA1
Monarch	HP:0001367	Abnormal joint morphology	6	905	1.21	0.00011	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000290	Abnormality of the forehead	6	926	1.2	0.00012	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000340	Sloping forehead	4	161	1.79	0.00014	9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	MCPH1,ATR,BRCA2,BRCA1
Monarch	HP:0001999	Abnormal facial shape	6	978	1.18	0.00015	9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0033127	Abnormality of the musculoskeletal system	8	3173	0.79	0.00017	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,WRN,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0007379	Neoplasm of the genitourinary tract	4	179	1.74	0.00018	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,BRCA2,BRCA1
Monarch	HP:0000252	Microcephaly	6	1080	1.14	0.00025	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0040195	Decreased head circumference	6	1088	1.13	0.00025	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0040064	Abnormality of limbs	7	2018	0.93	0.00029	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0001824	Weight loss	4	218	1.65	0.00033	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATR,BRCA2,BRCA1
Monarch	HP:0012372	Abnormal eye morphology	7	2077	0.92	0.00033	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0100615	Ovarian neoplasm	3	52	2.15	0.00034	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0004377	Hematological neoplasm	4	232	1.63	0.00039	9606.ENSP00000267163,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATRX,BRCA2,BRCA1
Monarch	HP:0000119	Abnormality of the genitourinary system	7	2189	0.9	0.00042	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0009121	Abnormal axial skeleton morphology	7	2206	0.89	0.00043	9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,WRN,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0002861	Melanoma	3	61	2.08	0.00047	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0000069	Abnormality of the ureter	4	257	1.58	0.00048	9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	MCPH1,ATRX,BRCA2,BRCA1
Monarch	HP:0001347	Hyperreflexia	5	645	1.28	0.00048	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATRX,BRCA2,BRCA1
Monarch	HP:0002823	Abnormality of femur morphology	4	253	1.59	0.00048	9606.ENSP00000267163,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATRX,BRCA2,BRCA1
Monarch	HP:0003330	Abnormal bone structure	5	639	1.28	0.00048	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,MCPH1,BRCA2,BRCA1
Monarch	HP:0000582	Upslanted palpebral fissure	4	259	1.58	0.00049	9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	MCPH1,ATRX,BRCA2,BRCA1
Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum	6	1300	1.06	0.00049	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0010936	Abnormality of the lower urinary tract	5	652	1.28	0.00049	9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0008678	Renal hypoplasia/aplasia	4	264	1.57	0.00050	9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	MCPH1,ATRX,BRCA2,BRCA1
Monarch	HP:0011314	Abnormal long bone morphology	5	675	1.26	0.00052	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0011792	Neoplasm by histology	4	275	1.55	0.00054	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,BRCA2,BRCA1
Monarch	HP:0009821	Forearm undergrowth	3	71	2.02	0.00057	9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	ATR,BRCA2,BRCA1
Monarch	HP:0000047	Hypospadias	4	290	1.53	0.00065	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0004209	Clinodactyly of the 5th finger	4	292	1.53	0.00066	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0009179	Deviation of the 5th finger	4	293	1.53	0.00066	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0030406	Primary peritoneal carcinoma	2	6	2.91	0.00072	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0001763	Pes planus	4	308	1.5	0.00073	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0006501	Aplasia/Hypoplasia of the radius	3	81	1.96	0.00073	9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	ATR,BRCA2,BRCA1
Monarch	HP:0000035	Abnormal testis morphology	5	793	1.19	0.00088	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0001263	Global developmental delay	6	1559	0.98	0.00093	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000135	Hypogonadism	4	343	1.46	0.00094	9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATRX,BRCA2,BRCA1
Monarch	HP:0002863	Myelodysplasia	3	98	1.88	0.0010	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0000010	Recurrent urinary tract infections	3	99	1.87	0.0011	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0000079	Abnormality of the urinary system	6	1657	0.95	0.0012	9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0001249	Intellectual disability	6	1656	0.95	0.0012	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0005922	Abnormal hand morphology	5	870	1.15	0.0012	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0011121	Abnormality of skin morphology	6	1648	0.95	0.0012	9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0010786	Urinary tract neoplasm	3	110	1.83	0.0013	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000369497	RB1,WRN,BRCA2
Monarch	HP:0002251	Aganglionic megacolon	3	113	1.82	0.0014	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0004362	Abnormality of enteric ganglion morphology	3	113	1.82	0.0014	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0001508	Failure to thrive	5	949	1.11	0.0016	9606.ENSP00000277120,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0010460	Abnormality of the female genitalia	4	422	1.37	0.0017	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,BRCA2,BRCA1
Monarch	HP:0009115	Aplasia/hypoplasia involving the skeleton	5	985	1.1	0.0018	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000174	Abnormal palate morphology	5	1035	1.08	0.0022	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0001909	Leukemia	3	141	1.72	0.0023	9606.ENSP00000267163,9606.ENSP00000362441,9606.ENSP00000369497	RB1,ATRX,BRCA2
Monarch	HP:0012252	Abnormal respiratory system morphology	5	1067	1.06	0.0024	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATRX,BRCA2,BRCA1
Monarch	HP:0000077	Abnormality of the kidney	5	1077	1.06	0.0025	9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,MCPH1,ATRX,BRCA2,BRCA1
Monarch	HP:0010935	Abnormality of the upper urinary tract	5	1101	1.05	0.0027	9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,MCPH1,ATRX,BRCA2,BRCA1
Monarch	HP:0011027	Abnormal fallopian tube morphology	2	18	2.44	0.0028	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0012125	Prostate cancer	2	18	2.44	0.0028	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000268	Dolichocephaly	3	158	1.67	0.0029	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0006496	Aplasia/hypoplasia involving bones of the upper limbs	4	511	1.28	0.0029	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,BRCA2,BRCA1
Monarch	HP:0010972	Anemia of inadequate production	3	160	1.66	0.0029	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0001881	Abnormal leukocyte morphology	4	517	1.28	0.0030	9606.ENSP00000267163,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATRX,BRCA2,BRCA1
Monarch	HP:0010987	Abnormal cellular immune system morphology	4	517	1.28	0.0030	9606.ENSP00000267163,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATRX,BRCA2,BRCA1
Monarch	HP:0001939	Abnormality of metabolism/homeostasis	6	2168	0.83	0.0037	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,MCPH1,ATRX,BRCA2,BRCA1
Monarch	HP:0100491	Abnormality of lower limb joint	4	558	1.25	0.0038	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0001871	Abnormality of blood and blood-forming tissues	5	1214	1.01	0.0039	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0005522	Pyridoxine-responsive sideroblastic anemia	2	23	2.33	0.0039	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0001760	Abnormal foot morphology	5	1253	0.99	0.0043	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0010293	Aplasia/Hypoplasia of the uvula	2	25	2.29	0.0043	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0010469	Absent testis	2	25	2.29	0.0043	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0011119	Abnormal nasal dorsum morphology	3	191	1.59	0.0043	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441	WRN,ATR,ATRX
Monarch	HP:0003549	Abnormality of connective tissue	5	1294	0.98	0.0048	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000028	Cryptorchidism	4	619	1.2	0.0049	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000175	Cleft palate	4	617	1.2	0.0049	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATR,BRCA2,BRCA1
Monarch	HP:0100867	Duodenal stenosis	2	29	2.23	0.0052	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000218	High palate	4	635	1.19	0.0053	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000508	Ptosis	4	647	1.18	0.0055	9606.ENSP00000277120,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,ATRX,BRCA2,BRCA1
Monarch	HP:0002669	Osteosarcoma	2	30	2.22	0.0055	9606.ENSP00000267163,9606.ENSP00000298139	RB1,WRN
Monarch	HP:0002827	Hip dislocation	3	215	1.54	0.0055	9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	ATR,BRCA2,BRCA1
Monarch	HP:0012373	Abnormal eye physiology	6	2405	0.79	0.0055	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0040012	Chromosome breakage	2	30	2.22	0.0055	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0100587	Abnormal preputium morphology	2	30	2.22	0.0055	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0100760	Clubbing of toes	2	30	2.22	0.0055	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0007378	Neoplasm of the gastrointestinal tract	3	221	1.52	0.0057	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0000347	Micrognathia	4	659	1.17	0.0058	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0001626	Abnormality of the cardiovascular system	6	2438	0.78	0.0058	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0009118	Aplasia/Hypoplasia of the mandible	4	660	1.17	0.0058	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0011024	Abnormality of the gastrointestinal tract	5	1384	0.95	0.0058	9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,WRN,ATRX,BRCA2,BRCA1
Monarch	HP:0001537	Umbilical hernia	3	228	1.51	0.0059	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0002981	Abnormality of the calf	3	229	1.51	0.0060	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000362441	RB1,ATR,ATRX
Monarch	HP:0001551	Abnormal umbilicus morphology	3	235	1.5	0.0063	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0007874	Almond-shaped palpebral fissure	2	35	2.15	0.0064	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000144	Decreased fertility	3	245	1.48	0.0070	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0000366	Abnormality of the nose	5	1470	0.92	0.0071	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0000496	Abnormality of eye movement	5	1491	0.92	0.0075	9606.ENSP00000277120,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0200007	Abnormal size of the palpebral fissures	3	267	1.44	0.0086	9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	ATR,BRCA2,BRCA1
Monarch	HP:0100887	Abnormality of globe size	3	268	1.44	0.0087	9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	ATR,BRCA2,BRCA1
Monarch	HP:0002683	Abnormal calvaria morphology	4	762	1.11	0.0088	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0100526	Neoplasm of the lung	2	43	2.06	0.0089	9606.ENSP00000267163,9606.ENSP00000298139	RB1,WRN
Monarch	HP:0002997	Obsolete Abnormality of the ulna	2	46	2.03	0.0101	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000692	Tooth malposition	3	286	1.41	0.0103	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000418960	ATR,ATRX,BRCA1
Monarch	HP:0000164	Abnormality of the dentition	4	821	1.08	0.0112	9606.ENSP00000277120,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000418960	NTRK2,ATR,ATRX,BRCA1
Monarch	HP:0000813	Bicornuate uterus	2	49	2.0	0.0112	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0010938	Abnormal external nose morphology	4	816	1.08	0.0112	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA1
Monarch	HP:0008070	Sparse hair	3	300	1.39	0.0114	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000418960	WRN,ATR,BRCA1
Monarch	HP:0100037	Abnormality of the scalp hair	3	302	1.39	0.0116	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000418960	WRN,ATR,BRCA1
Monarch	HP:0001873	Thrombocytopenia	3	305	1.38	0.0118	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0002597	Abnormality of the vasculature	5	1673	0.87	0.0118	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0002894	Neoplasm of the pancreas	2	52	1.98	0.0118	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0003022	Hypoplasia of the ulna	2	54	1.96	0.0125	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0100026	Arteriovenous malformation	2	54	1.96	0.0125	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0002245	Meckel diverticulum	2	56	1.94	0.0133	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0011873	Abnormal platelet count	3	323	1.36	0.0133	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0005344	Abnormal carotid artery morphology	2	57	1.94	0.0137	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000444	Convex nasal ridge	2	60	1.91	0.0148	9606.ENSP00000298139,9606.ENSP00000343741	WRN,ATR
Monarch	HP:0000486	Strabismus	4	903	1.04	0.0148	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0002650	Scoliosis	4	908	1.04	0.0148	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0007565	Multiple cafe-au-lait spots	2	60	1.91	0.0148	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0002898	Embryonal neoplasm	2	61	1.91	0.0149	9606.ENSP00000267163,9606.ENSP00000369497	RB1,BRCA2
Monarch	HP:0000525	Abnormality iris morphology	3	352	1.32	0.0160	9606.ENSP00000267163,9606.ENSP00000369497,9606.ENSP00000418960	RB1,BRCA2,BRCA1
Monarch	HP:0001199	Triphalangeal thumb	2	64	1.89	0.0161	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0001376	Limitation of joint mobility	3	356	1.32	0.0163	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441	WRN,ATR,ATRX
Monarch	HP:0002575	Tracheoesophageal fistula	2	65	1.88	0.0163	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0011893	Abnormal leukocyte count	3	367	1.3	0.0176	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0000072	Hydroureter	2	69	1.85	0.0181	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0011339	Abnormality of upper lip vermillion	3	373	1.3	0.0181	9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000418960	MCPH1,ATRX,BRCA1
Monarch	HP:0010866	Abdominal wall defect	3	375	1.29	0.0183	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0000505	Visual impairment	4	995	1.0	0.0193	9606.ENSP00000277120,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,ATRX,BRCA2,BRCA1
