#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0012732	Anorectal anomaly	9	274	1.66	4.36e-11	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960,9606.ENSP00000500891	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1,MUTYH
Monarch	HP:0002031	Abnormal esophagus morphology	8	153	1.87	4.49e-11	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0000027	Azoospermia	7	93	2.02	1.89e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,AR,MAP3K1,BRCA1
Monarch	HP:0000130	Abnormality of the uterus	8	195	1.76	2.30e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,AR,SDHB,BRCA1
Monarch	HP:0000135	Hypogonadism	9	343	1.57	2.30e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,MAP3K1,BRCA1
Monarch	HP:0001034	Hypermelanotic macule	8	194	1.76	2.30e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,SDHB,BRCA1
Monarch	HP:0025033	Abnormality of digestive system morphology	11	849	1.26	2.30e-10	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960,9606.ENSP00000500891	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1,MUTYH
Monarch	HP:0009601	Aplasia/Hypoplasia of the thumb	7	112	1.94	4.49e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS
Monarch	HP:0002143	Abnormality of the spinal cord	8	225	1.7	4.85e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0000324	Facial asymmetry	7	116	1.93	5.00e-10	9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960	BRIP1,NTRK2,FANCD2,SLX4,ERCC4,GNAS,BRCA1
Monarch	HP:0003026	Short long bone	8	229	1.69	5.00e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0003220	Abnormality of chromosome stability	6	49	2.24	5.00e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0010461	Abnormality of the male genitalia	11	951	1.21	5.00e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0003330	Abnormal bone structure	10	639	1.34	5.12e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,MAP3K1,BRCA1
Monarch	HP:0012874	Abnormal male reproductive system physiology	8	234	1.68	5.12e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,AR,MAP3K1,BRCA1
Monarch	HP:0031105	Abnormal uterus morphology	7	119	1.92	5.12e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0200008	Intestinal polyposis	6	53	2.2	6.22e-10	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000500891	PDGFRA,APC,SUFU,GNAS,SDHB,MUTYH
Monarch	HP:0000144	Decreased fertility	8	245	1.66	6.70e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,GNAS,AR,MAP3K1,BRCA1
Monarch	HP:0003022	Hypoplasia of the ulna	6	54	2.19	6.70e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0012041	Decreased fertility in males	7	133	1.87	8.74e-10	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,AR,MAP3K1,BRCA1
Monarch	HP:0000818	Abnormality of the endocrine system	11	1070	1.16	1.26e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0011792	Neoplasm by histology	8	275	1.61	1.39e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	PDGFRA,APC,ERCC4,SUFU,GNAS,SDHB,MAP3K1,BRCA1
Monarch	HP:0001507	Growth abnormality	13	2182	0.92	1.46e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0011355	Localized skin lesion	10	738	1.28	1.48e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0012443	Abnormality of brain morphology	13	2254	0.91	2.07e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0001574	Abnormality of the integument	13	2266	0.91	2.13e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0005522	Pyridoxine-responsive sideroblastic anemia	5	23	2.49	2.13e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0000504	Abnormality of vision	11	1161	1.12	2.39e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0005561	Abnormality of bone marrow cell morphology	7	161	1.79	2.39e-09	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141	PDGFRA,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS
Monarch	HP:0045058	Abnormality of the testis size	7	161	1.79	2.39e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,GNAS,MAP3K1,BRCA1
Monarch	HP:0000079	Abnormality of the urinary system	12	1657	1.01	2.42e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960,9606.ENSP00000500891	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1,MUTYH
Monarch	HP:0010293	Aplasia/Hypoplasia of the uvula	5	25	2.45	2.67e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0010469	Absent testis	5	25	2.45	2.67e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0006265	Aplasia/Hypoplasia of fingers	8	315	1.55	2.91e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0001010	Hypopigmentation of the skin	7	174	1.75	3.41e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0008069	Neoplasm of the skin	7	175	1.75	3.42e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649	PDGFRA,APC,SLX4,ERCC4,SUFU,GNAS,SDHB
Monarch	HP:0006501	Aplasia/Hypoplasia of the radius	6	81	2.02	3.68e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0001172	Abnormal thumb morphology	8	331	1.53	3.81e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0100867	Duodenal stenosis	5	29	2.38	4.30e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0005922	Abnormal hand morphology	10	870	1.21	4.77e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0009602	Abnormality of thumb phalanx	7	188	1.72	4.79e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0040012	Chromosome breakage	5	30	2.37	4.79e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	BRIP1,FANCD2,ERCC4,SUFU,BRCA1
Monarch	HP:0100587	Abnormal preputium morphology	5	30	2.37	4.79e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0100760	Clubbing of toes	5	30	2.37	4.79e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0001872	Abnormality of thrombocytes	8	351	1.51	5.25e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,BRCA1
Monarch	HP:0009778	Short thumb	6	91	1.97	5.98e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000358918,9606.ENSP00000360141	APC,BRIP1,FANCD2,SLX4,SUFU,GNAS
Monarch	HP:0012639	Abnormal nervous system morphology	13	2546	0.86	5.98e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0001367	Abnormal joint morphology	10	905	1.19	6.16e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0011842	Abnormal skeletal morphology	13	2573	0.85	6.64e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0002414	Spina bifida	6	94	1.95	6.83e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0000951	Abnormality of the skin	12	1888	0.95	7.27e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0008053	Aplasia/Hypoplasia of the iris	6	96	1.94	7.30e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0010978	Abnormality of immune system physiology	11	1347	1.06	7.30e-09	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0000032	Abnormality of male external genitalia	10	933	1.18	7.40e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0011277	Abnormality of the urinary system physiology	10	933	1.18	7.40e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960,9606.ENSP00000500891	APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,SDHB,MAP3K1,BRCA1,MUTYH
Monarch	HP:0000639	Nystagmus	10	936	1.18	7.45e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0007874	Almond-shaped palpebral fissure	5	35	2.3	7.45e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0002863	Myelodysplasia	6	98	1.94	7.50e-09	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	PDGFRA,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0012547	Abnormal involuntary eye movements	10	943	1.17	7.66e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0000520	Proptosis	7	215	1.66	9.09e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0001053	Hypopigmented skin patches	6	102	1.92	9.13e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0001824	Weight loss	7	218	1.65	9.67e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0000518	Cataract	9	642	1.3	9.89e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0000508	Ptosis	9	647	1.29	1.01e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,SDHB,BRCA1
Monarch	HP:0007378	Neoplasm of the gastrointestinal tract	7	221	1.65	1.01e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960,9606.ENSP00000500891	PDGFRA,APC,SUFU,GNAS,SDHB,BRCA1,MUTYH
Monarch	HP:0040070	Abnormal upper limb bone morphology	8	401	1.45	1.05e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0010936	Abnormality of the lower urinary tract	9	652	1.29	1.06e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0000505	Visual impairment	10	995	1.15	1.13e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0040064	Abnormality of limbs	12	2018	0.92	1.19e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0004377	Hematological neoplasm	7	232	1.63	1.28e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0002251	Aganglionic megacolon	6	113	1.87	1.39e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0004362	Abnormality of enteric ganglion morphology	6	113	1.87	1.39e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0001639	Hypertrophic cardiomyopathy	7	241	1.61	1.56e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,SDHB,BRCA1
Monarch	HP:0012372	Abnormal eye morphology	12	2077	0.91	1.56e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960,9606.ENSP00000500891	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1,MUTYH
Monarch	HP:0031826	Abnormal reflex	10	1046	1.13	1.63e-08	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,GNAS,AR,SDHB,BRCA1
Monarch	HP:0002814	Abnormality of the lower limb	11	1506	1.01	1.66e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
