# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
EMSY	ENSG00000158636	ENST00000532719	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1
EMSY	ENSG00000158636	ENST00000533248	protein_coding	1	0	2	6	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	2
EMSY	ENSG00000158636	ENST00000533972	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
EMSY	ENSG00000158636	ENST00000533988	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000142539	ENSG00000142539	ENST00000599632	protein_coding	0	1	0	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	9
ENSG00000256591	ENSG00000256591	ENST00000541135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257411	ENSG00000257411	ENST00000548861	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8
ENSG00000267618	ENSG00000267618	ENST00000591723	protein_coding	1	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0
ENSG00000267618	ENSG00000267618	ENST00000592181	protein_coding	1	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0
ENSG00000267618	ENSG00000267618	ENST00000593039	protein_coding	1	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0
ENSG00000268361	ENSG00000268361	ENST00000594374	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
ENSG00000282218	ENSG00000282218	ENST00000467125	protein_coding	0	0	0	45	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ENSG00000282278	ENSG00000282278	ENST00000507166	protein_coding	0	1	0	26	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0
ENSG00000283782	ENSG00000283782	ENST00000638452	protein_coding	3	0	3	7	0	0	0	0	0	0	0	2	7	3	0	0	0	1	0	0	0	0
ENSG00000283782	ENSG00000283782	ENST00000638568	protein_coding	3	0	3	7	0	0	0	0	0	0	0	2	7	3	0	0	0	1	0	0	0	0
ENSG00000283782	ENSG00000283782	ENST00000640655	protein_coding	3	0	3	7	0	0	0	0	0	0	0	2	7	3	0	0	0	1	0	0	0	0
ENSG00000286131	ENSG00000286131	ENST00000652575	protein_coding	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
EPCAM	ENSG00000119888	ENST00000263735	protein_coding	2	1	0	4	1	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	1	0
EPCAM	ENSG00000119888	ENST00000405271	protein_coding	2	1	0	4	1	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	1	0
EPCAM	ENSG00000119888	ENST00000419334	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000269571	protein_coding	3	0	3	20	0	0	0	0	0	0	0	3	20	3	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000406381	protein_coding	3	0	3	20	0	0	0	0	0	0	0	3	20	3	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000445658	protein_coding	3	0	3	20	0	0	0	0	0	0	0	3	20	3	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000541774	protein_coding	3	0	3	20	0	0	0	0	0	0	0	3	20	3	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000578199	protein_coding	2	0	2	12	0	0	0	0	0	0	1	2	11	2	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000578502	protein_coding	2	0	2	12	0	0	0	0	0	0	11	1	0	2	0	0	0	1	0	0	0	1
ERBB2	ENSG00000141736	ENST00000578709	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000580074	protein_coding	0	0	0	24	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	13
ERBB2	ENSG00000141736	ENST00000582818	protein_coding	0	0	0	25	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	14
ERBB2	ENSG00000141736	ENST00000584450	protein_coding	3	0	3	20	0	0	0	0	0	0	0	3	20	3	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000584601	protein_coding	3	0	3	20	0	0	0	0	0	0	0	3	20	3	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000267101	protein_coding	1	6	6	18	0	0	0	0	0	0	0	1	19	6	0	0	2	0	0	0	5	0
ERBB3	ENSG00000065361	ENST00000411731	protein_coding	0	3	1	11	0	0	0	0	0	0	7	0	5	1	0	0	1	0	0	0	2	0
ERBB3	ENSG00000065361	ENST00000415288	protein_coding	1	6	5	19	0	0	1	0	0	0	0	1	19	5	0	0	2	0	0	0	5	0
ERBB3	ENSG00000065361	ENST00000549061	protein_coding	0	2	0	13	0	0	1	0	0	0	7	0	6	0	0	0	1	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000549282	protein_coding	0	2	1	12	0	0	0	0	0	0	8	0	5	1	0	0	1	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000549832	protein_coding	1	3	3	9	0	0	1	0	0	0	0	1	2	3	0	0	0	0	0	0	3	6
ERBB3	ENSG00000065361	ENST00000550070	protein_coding	1	3	3	9	0	0	0	0	0	0	0	1	8	3	0	0	0	0	0	0	3	1
ERBB3	ENSG00000065361	ENST00000550828	protein_coding	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4
ERBB3	ENSG00000065361	ENST00000643266	protein_coding	0	1	0	14	0	0	1	0	0	0	12	0	1	0	0	0	0	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000683018	protein_coding	1	6	5	19	0	0	1	0	0	0	0	1	19	5	0	0	2	0	0	0	5	0
ERBB3	ENSG00000065361	ENST00000683059	protein_coding	1	6	5	19	0	0	1	0	0	0	0	1	19	5	0	0	2	0	0	0	5	0
ERBB3	ENSG00000065361	ENST00000683164	protein_coding	1	6	5	19	0	0	1	0	0	0	0	1	19	5	0	0	2	0	0	0	5	0
ERBB4	ENSG00000178568	ENST00000260943	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000342788	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000402597	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000436443	protein_coding	1	0	1	12	0	0	0	0	0	0	0	1	12	1	0	0	0	0	0	0	0	0
ERCC2	ENSG00000104884	ENST00000391941	protein_coding	1	1	2	13	0	0	1	0	0	0	2	1	10	2	0	0	2	0	0	0	1	0
ERCC2	ENSG00000104884	ENST00000391944	protein_coding	1	1	2	13	2	0	0	0	0	0	0	1	11	2	0	0	2	0	0	0	1	0
ERCC2	ENSG00000104884	ENST00000391945	protein_coding	2	1	2	12	0	0	0	0	0	0	0	1	12	2	0	0	3	1	0	0	1	0
ERCC2	ENSG00000104884	ENST00000485403	protein_coding	1	1	2	8	0	0	1	0	0	0	2	1	5	2	0	0	2	0	0	0	1	0
ERCC2	ENSG00000104884	ENST00000586131	protein_coding	1	1	2	6	0	0	0	0	0	0	0	1	6	2	0	0	2	0	0	0	1	0
ERCC2	ENSG00000104884	ENST00000586856	protein_coding	1	0	1	8	0	0	1	0	0	0	4	1	3	1	0	0	1	0	0	0	0	0
ERCC2	ENSG00000104884	ENST00000684407	protein_coding	2	1	2	12	0	0	0	0	0	0	0	1	12	2	0	0	3	1	0	0	1	0
ERCC3	ENSG00000163161	ENST00000285398	protein_coding	2	3	2	5	0	0	0	0	1	0	0	2	6	1	0	0	2	0	0	0	2	0
ERCC3	ENSG00000163161	ENST00000456257	protein_coding	1	1	1	5	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	2
ERCC3	ENSG00000163161	ENST00000647169	protein_coding	2	3	2	5	0	0	0	0	1	0	0	2	6	1	0	0	2	0	0	0	2	0
ERCC3	ENSG00000163161	ENST00000647496	protein_coding	1	1	1	9	0	0	0	0	1	0	0	1	8	0	0	0	0	0	0	0	1	1
ERCC4	ENSG00000175595	ENST00000311895	protein_coding	1	0	4	1	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0
ERCC4	ENSG00000175595	ENST00000575156	protein_coding	1	0	3	2	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0
ERCC4	ENSG00000175595	ENST00000682617	protein_coding	1	0	4	1	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0
ERCC5	ENSG00000134899	ENST00000652225	protein_coding	1	0	6	4	0	0	1	0	0	0	0	0	3	6	0	0	1	1	0	0	0	0
ERCC5	ENSG00000134899	ENST00000652613	protein_coding	1	0	5	5	0	0	2	0	0	0	0	0	3	5	0	0	1	1	0	0	0	0
ERCC6	ENSG00000225830	ENST00000355832	protein_coding	1	4	4	6	0	0	0	0	0	0	0	1	7	4	0	0	2	0	0	0	3	0
ERCC6	ENSG00000225830	ENST00000447839	protein_coding	1	0	2	3	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000462247	protein_coding	1	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000515869	protein_coding	1	0	2	3	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000680107	protein_coding	1	0	0	5	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000681659	protein_coding	1	4	4	6	0	0	0	0	0	0	0	1	7	4	0	0	2	0	0	0	3	0
ERG	ENSG00000157554	ENST00000288319	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398897	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398905	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398907	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398910	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398911	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398919	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000417133	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000442448	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000453032	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000206249	protein_coding	2	4	4	113	1	1	1	0	1	0	0	2	98	3	0	0	0	0	0	0	3	13
ESR1	ENSG00000091831	ENST00000338799	protein_coding	2	4	4	115	1	1	4	0	1	0	0	2	100	3	0	0	0	0	0	0	3	10
ESR1	ENSG00000091831	ENST00000404742	protein_coding	0	2	0	144	0	1	1	0	0	0	2	0	141	0	0	0	0	0	0	0	1	0
ESR1	ENSG00000091831	ENST00000406599	protein_coding	0	4	1	118	0	1	1	0	1	0	1	0	103	0	0	0	0	0	0	0	3	13
ESR1	ENSG00000091831	ENST00000415488	protein_coding	0	0	0	101	0	0	0	0	0	0	1	0	100	0	0	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000427531	protein_coding	2	0	3	115	3	0	0	0	0	0	0	2	102	3	0	0	0	0	0	0	0	10
ESR1	ENSG00000091831	ENST00000440973	protein_coding	2	4	4	241	1	1	1	0	1	0	0	2	239	3	0	0	0	0	0	0	3	0
ESR1	ENSG00000091831	ENST00000443427	protein_coding	2	4	4	113	1	1	2	0	1	0	0	2	98	3	0	0	0	0	0	0	3	12
ESR1	ENSG00000091831	ENST00000446550	protein_coding	0	2	0	16	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	12
ESR1	ENSG00000091831	ENST00000456483	protein_coding	0	3	0	120	2	1	1	0	0	0	1	0	103	0	0	0	0	0	0	0	2	13
ETV6	ENSG00000139083	ENST00000266427	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ETV6	ENSG00000139083	ENST00000396373	protein_coding	0	1	2	67	0	0	1	0	0	0	0	0	66	2	0	0	0	0	0	0	1	0
ETV6	ENSG00000139083	ENST00000545027	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EVI2A	ENSG00000126860	ENST00000247270	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EVI2A	ENSG00000126860	ENST00000462804	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EWSR1	ENSG00000182944	ENST00000331029	protein_coding	2	0	0	34	0	0	1	0	0	0	0	2	33	0	0	0	0	1	0	0	0	0
EWSR1	ENSG00000182944	ENST00000332035	protein_coding	2	0	0	34	0	0	0	0	0	0	0	2	33	0	0	0	0	1	0	0	0	1
EWSR1	ENSG00000182944	ENST00000332050	protein_coding	2	0	1	33	0	0	1	0	0	0	0	2	32	1	0	0	0	1	0	0	0	0
EWSR1	ENSG00000182944	ENST00000333395	protein_coding	1	0	0	32	1	0	0	0	0	0	8	1	22	0	0	0	0	0	0	0	0	1
EWSR1	ENSG00000182944	ENST00000360091	protein_coding	1	0	0	14	0	0	0	0	0	0	0	1	8	0	0	0	0	1	0	0	0	6
EWSR1	ENSG00000182944	ENST00000397938	protein_coding	2	0	0	34	0	0	1	0	0	0	0	2	33	0	0	0	0	1	0	0	0	0
EWSR1	ENSG00000182944	ENST00000406548	protein_coding	2	0	0	34	0	0	1	0	0	0	0	2	33	0	0	0	0	1	0	0	0	0
EWSR1	ENSG00000182944	ENST00000414183	protein_coding	2	0	0	34	0	0	0	0	0	0	0	2	33	0	0	0	0	1	0	0	0	1
EWSR1	ENSG00000182944	ENST00000415761	protein_coding	1	0	0	26	0	0	1	0	0	0	6	1	19	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000436425	protein_coding	1	0	0	20	0	0	1	0	0	0	18	1	1	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000437155	protein_coding	1	0	0	28	0	0	1	0	0	0	7	1	20	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000444626	protein_coding	0	0	0	4	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000447973	protein_coding	1	0	0	20	0	0	1	0	0	0	18	1	1	0	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000455726	protein_coding	1	0	0	28	0	0	0	0	0	0	7	1	20	0	0	0	0	0	0	0	0	1
EWSR1	ENSG00000182944	ENST00000629659	protein_coding	2	0	0	34	0	0	1	0	0	0	0	2	33	0	0	0	0	1	0	0	0	0
EZH2	ENSG00000106462	ENST00000320356	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000350995	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000460911	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000476773	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000478654	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000483967	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
EZR	ENSG00000092820	ENST00000337147	protein_coding	2	2	1	20	2	0	1	0	0	0	0	1	19	1	0	0	2	1	0	0	0	0
EZR	ENSG00000092820	ENST00000367075	protein_coding	2	2	1	20	2	0	1	0	0	0	0	1	19	1	0	0	2	1	0	0	0	0
FAM20A	ENSG00000108950	ENST00000592554	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
FAM20A	ENSG00000108950	ENST00000619787	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM210B	ENSG00000124098	ENST00000371384	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FANCA	ENSG00000187741	ENST00000389301	protein_coding	1	0	6	28	3	0	0	0	0	0	0	0	25	6	0	0	0	1	0	0	0	0
FANCA	ENSG00000187741	ENST00000389302	protein_coding	1	0	2	7	0	0	0	0	0	0	5	0	2	2	0	0	0	1	0	0	0	0
FANCA	ENSG00000187741	ENST00000534992	protein_coding	1	0	2	7	0	0	0	0	0	0	5	0	2	2	0	0	0	1	0	0	0	0
FANCA	ENSG00000187741	ENST00000543736	protein_coding	1	0	2	7	0	0	0	0	0	0	5	0	2	2	0	0	0	1	0	0	0	0
FANCA	ENSG00000187741	ENST00000561722	protein_coding	0	0	3	8	3	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	1
FANCA	ENSG00000187741	ENST00000563673	protein_coding	1	0	2	7	1	0	0	0	0	0	5	0	1	2	0	0	0	1	0	0	0	0
FANCA	ENSG00000187741	ENST00000564475	protein_coding	0	0	2	10	0	0	0	0	0	0	4	0	5	2	0	0	0	0	0	0	0	1
FANCA	ENSG00000187741	ENST00000564870	protein_coding	0	0	1	11	0	0	0	0	0	0	5	0	5	1	0	0	0	0	0	0	0	1
FANCA	ENSG00000187741	ENST00000567879	protein_coding	0	0	0	15	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	4
FANCA	ENSG00000187741	ENST00000568369	protein_coding	1	0	6	28	3	0	0	0	0	0	0	0	25	6	0	0	0	1	0	0	0	0
FANCB	ENSG00000181544	ENST00000324138	protein_coding	2	1	4	1	0	0	0	0	0	0	0	1	3	4	1	0	1	0	0	0	0	0
FANCB	ENSG00000181544	ENST00000398334	protein_coding	2	1	4	1	0	0	0	0	0	0	0	1	3	4	1	0	1	0	0	0	0	0
FANCB	ENSG00000181544	ENST00000452869	protein_coding	2	1	4	1	0	0	0	0	0	0	0	1	3	4	1	0	1	0	0	0	0	0
FANCB	ENSG00000181544	ENST00000650831	protein_coding	2	1	4	1	0	0	0	0	0	0	0	1	3	4	1	0	1	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000289081	protein_coding	0	0	1	12	0	0	1	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000375305	protein_coding	0	0	1	12	0	0	1	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000433829	protein_coding	0	0	0	5	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000490972	protein_coding	0	0	0	10	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000647778	protein_coding	0	0	0	5	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000647882	protein_coding	0	0	0	5	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000649611	protein_coding	0	0	0	4	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000649872	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
FANCD2	ENSG00000144554	ENST00000287647	protein_coding	0	4	2	22	0	0	0	0	0	0	0	0	24	2	0	0	2	0	0	0	2	0
FANCD2	ENSG00000144554	ENST00000419585	protein_coding	0	4	2	22	0	0	0	0	0	0	0	0	24	2	0	0	2	0	0	0	2	0
FANCD2	ENSG00000144554	ENST00000431693	protein_coding	0	2	1	8	2	0	0	0	0	0	2	0	5	1	0	0	1	0	0	0	1	0
FANCD2	ENSG00000144554	ENST00000625535	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000675286	protein_coding	0	4	2	22	0	0	0	0	0	0	0	0	24	2	0	0	2	0	0	0	2	0
FANCD2	ENSG00000144554	ENST00000676013	protein_coding	0	4	2	22	0	0	0	0	0	0	0	0	24	2	0	0	2	0	0	0	2	0
FANCD2OS	ENSG00000163705	ENST00000524279	protein_coding	0	0	0	13	1	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0
FANCE	ENSG00000112039	ENST00000229769	protein_coding	3	0	3	8	0	0	0	0	0	0	0	1	9	3	0	1	0	1	0	0	0	0
FANCF	ENSG00000183161	ENST00000327470	protein_coding	1	1	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0
FANCG	ENSG00000221829	ENST00000378643	protein_coding	1	1	5	4	1	0	0	0	0	0	0	1	3	5	0	0	1	0	0	0	1	0
FANCG	ENSG00000221829	ENST00000448890	protein_coding	1	0	1	9	0	0	0	0	0	0	8	1	1	1	0	0	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000300027	protein_coding	2	3	2	14	1	0	0	0	0	0	0	2	14	2	0	0	2	0	0	0	2	0
FANCI	ENSG00000140525	ENST00000310775	protein_coding	2	3	2	14	1	0	0	0	0	0	0	2	14	2	0	0	2	0	0	0	2	0
FANCI	ENSG00000140525	ENST00000561894	protein_coding	2	3	1	14	0	0	0	0	0	0	1	2	11	1	0	0	2	0	0	0	2	3
FANCI	ENSG00000140525	ENST00000563250	protein_coding	0	0	1	5	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000564920	protein_coding	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000565255	protein_coding	0	0	1	5	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000567891	protein_coding	0	0	1	5	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000567996	protein_coding	0	0	1	5	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000570225	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
FANCI	ENSG00000140525	ENST00000674831	protein_coding	2	3	2	14	0	0	0	0	0	0	1	2	14	2	0	0	2	0	0	0	2	0
FANCI	ENSG00000140525	ENST00000676003	protein_coding	2	3	2	14	1	0	0	0	0	0	0	2	14	2	0	0	2	0	0	0	2	0
FANCL	ENSG00000115392	ENST00000233741	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
FANCL	ENSG00000115392	ENST00000402135	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
FANCL	ENSG00000115392	ENST00000403295	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
FANCL	ENSG00000115392	ENST00000403676	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
FANCL	ENSG00000115392	ENST00000417361	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
FANCL	ENSG00000115392	ENST00000427708	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
FANCL	ENSG00000115392	ENST00000446381	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
FANCL	ENSG00000115392	ENST00000449070	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
FANCM	ENSG00000187790	ENST00000267430	protein_coding	3	2	3	8	0	0	0	0	0	0	0	1	9	3	0	0	1	2	0	0	1	0
FANCM	ENSG00000187790	ENST00000542564	protein_coding	3	2	3	8	0	0	0	0	0	0	0	1	9	3	0	0	1	2	0	0	1	0
FANCM	ENSG00000187790	ENST00000554809	protein_coding	1	0	2	7	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	4
FANCM	ENSG00000187790	ENST00000555484	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FANCM	ENSG00000187790	ENST00000556036	protein_coding	1	1	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0
FANCM	ENSG00000187790	ENST00000556250	protein_coding	2	1	3	8	0	0	0	0	0	0	0	1	6	3	0	0	0	1	0	0	1	2
FBXO11	ENSG00000138081	ENST00000402508	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000403359	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000405808	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
FBXO11	ENSG00000138081	ENST00000683894	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000281708	protein_coding	0	0	2	10	0	0	1	1	0	0	0	0	9	1	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000296555	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000393956	protein_coding	0	0	0	8	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000603548	protein_coding	0	0	2	10	0	0	1	1	0	0	0	0	9	1	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000603841	protein_coding	0	0	2	10	0	0	1	1	0	0	0	0	9	1	0	0	0	0	0	0	0	0
