# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KMT2D	ENSG00000167548	ENST00000689944	protein_coding	1	0	1	4	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0
KMT2D	ENSG00000167548	ENST00000691932	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KMT2D	ENSG00000167548	ENST00000691986	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
KMT2D	ENSG00000167548	ENST00000692637	protein_coding	3	2	7	0	0	0	0	0	2	0	3	0	5	0	0	0	0	0	2	0
LRRC56	ENSG00000161328	ENST00000270115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MALT1	ENSG00000172175	ENST00000345724	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
MALT1	ENSG00000172175	ENST00000591792	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
MALT1	ENSG00000172175	ENST00000649217	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
MAP3K14	ENSG00000006062	ENST00000344686	protein_coding	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
MAP3K14	ENSG00000006062	ENST00000376926	protein_coding	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
MAP3K14	ENSG00000006062	ENST00000617331	protein_coding	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
MYC	ENSG00000136997	ENST00000259523	protein_coding	0	0	0	5	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1
MYC	ENSG00000136997	ENST00000377970	protein_coding	0	0	0	5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2
MYC	ENSG00000136997	ENST00000517291	protein_coding	0	0	0	5	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1
MYC	ENSG00000136997	ENST00000524013	protein_coding	0	0	0	5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2
MYC	ENSG00000136997	ENST00000621592	protein_coding	0	0	0	5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2
MYC	ENSG00000136997	ENST00000641036	protein_coding	0	0	1	4	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2
MYC	ENSG00000136997	ENST00000641252	protein_coding	0	1	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1
MYC	ENSG00000136997	ENST00000651626	protein_coding	0	0	0	5	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1
MYC	ENSG00000136997	ENST00000652288	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
NOTCH1	ENSG00000148400	ENST00000651671	protein_coding	3	2	8	0	0	0	0	0	0	0	3	1	8	0	0	1	0	0	1	0
NOTCH1	ENSG00000148400	ENST00000680133	protein_coding	3	2	8	0	0	0	0	0	0	0	3	1	8	0	0	1	0	0	1	0
NOTCH1	ENSG00000148400	ENST00000680218	protein_coding	3	3	7	0	0	0	0	0	0	0	3	2	7	0	0	2	0	0	1	0
NOTCH1	ENSG00000148400	ENST00000680668	protein_coding	3	2	8	0	0	0	0	0	0	0	3	1	8	0	0	1	0	0	1	0
NOTCH1	ENSG00000148400	ENST00000680778	protein_coding	3	2	7	0	0	0	0	0	0	0	3	1	7	0	0	1	0	0	1	0
NOTCH2	ENSG00000134250	ENST00000256646	protein_coding	1	2	5	0	0	0	0	0	0	0	1	1	5	0	0	2	0	0	1	0
NRAS	ENSG00000213281	ENST00000369535	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000382888	protein_coding	2	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000382891	protein_coding	2	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000382892	protein_coding	2	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000382895	protein_coding	2	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000398261	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000503128	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000508803	protein_coding	2	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000514329	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000677895	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PLCG2	ENSG00000197943	ENST00000564138	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000418115	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000422781	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000445425	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000454011	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000676712	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000678200	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000678921	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000679208	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMI2	ENSG00000175643	ENST00000572173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPS19	ENSG00000105372	ENST00000598742	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SETD1B	ENSG00000139718	ENST00000542440	protein_coding	0	2	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0
SETD1B	ENSG00000139718	ENST00000604567	protein_coding	0	2	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0
SETD1B	ENSG00000139718	ENST00000619791	protein_coding	0	2	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000638947	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000685005	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000685399	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000686876	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000690157	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691544	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691902	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SF3B1	ENSG00000115524	ENST00000335508	protein_coding	0	1	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000414963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SF3B1	ENSG00000115524	ENST00000424674	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SF3B1	ENSG00000115524	ENST00000487698	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SGK1	ENSG00000118515	ENST00000237305	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGK1	ENSG00000118515	ENST00000367857	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGK1	ENSG00000118515	ENST00000367858	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
SGK1	ENSG00000118515	ENST00000413996	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
SGK1	ENSG00000118515	ENST00000460769	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SGK1	ENSG00000118515	ENST00000461976	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
SGK1	ENSG00000118515	ENST00000475719	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SGK1	ENSG00000118515	ENST00000524929	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SGK1	ENSG00000118515	ENST00000528577	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SGK1	ENSG00000118515	ENST00000533224	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000344626	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000429416	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000444061	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000538456	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SMARCA4	ENSG00000127616	ENST00000541122	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000586985	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SMARCA4	ENSG00000127616	ENST00000589677	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000590574	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000591545	protein_coding	2	1	2	1	0	0	0	0	0	1	2	0	2	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000592158	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SMARCA4	ENSG00000127616	ENST00000642350	protein_coding	1	1	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000642508	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642628	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000642726	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643208	protein_coding	1	1	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643296	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643534	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000643549	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643857	protein_coding	1	1	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643995	protein_coding	1	1	3	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000644065	protein_coding	1	1	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000644737	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000644760	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644963	protein_coding	1	1	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000645236	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000645460	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646183	protein_coding	1	1	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646484	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646510	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646513	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646693	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646746	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
SMARCA4	ENSG00000127616	ENST00000647230	protein_coding	2	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000647268	protein_coding	1	1	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
SOCS1	ENSG00000185338	ENST00000332029	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SOCS1	ENSG00000185338	ENST00000644787	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SOCS3	ENSG00000184557	ENST00000330871	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SOCS3	ENSG00000184557	ENST00000587578	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPEN	ENSG00000065526	ENST00000375759	protein_coding	2	2	5	0	0	0	0	0	0	0	2	1	5	0	0	1	0	0	1	0
SPEN	ENSG00000065526	ENST00000438066	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SPEN	ENSG00000065526	ENST00000442985	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SPEN	ENSG00000065526	ENST00000673875	protein_coding	0	1	0	3	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000264657	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000389272	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000404395	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000585517	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000588969	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677002	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677030	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677152	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677421	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677442	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677479	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677603	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000677723	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678043	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678044	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678048	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678535	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678572	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678674	protein_coding	0	0	2	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
STAT3	ENSG00000168610	ENST00000678792	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678827	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678905	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678906	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678913	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000678960	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000679014	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000679166	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT3	ENSG00000168610	ENST00000679185	protein_coding	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
STAT5A	ENSG00000126561	ENST00000345506	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000546010	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000588868	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000590726	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000590949	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000676585	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000676631	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000677301	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000677893	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000678903	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000305737	protein_coding	2	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
TET2	ENSG00000168769	ENST00000380013	protein_coding	3	0	3	0	0	0	0	2	0	0	2	0	1	0	0	0	1	0	0	0
TET2	ENSG00000168769	ENST00000413648	protein_coding	2	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
TET2	ENSG00000168769	ENST00000513237	protein_coding	3	0	3	0	0	0	0	2	0	0	2	0	1	0	0	0	1	0	0	0
TET2	ENSG00000168769	ENST00000514870	protein_coding	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
TET2	ENSG00000168769	ENST00000540549	protein_coding	3	0	3	0	0	0	0	2	0	0	2	0	1	0	0	0	1	0	0	0
TNFAIP3	ENSG00000118503	ENST00000237289	protein_coding	1	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000420009	protein_coding	0	0	2	3	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000421450	protein_coding	0	0	1	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000433680	protein_coding	0	0	2	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000612899	protein_coding	1	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000355716	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000409119	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000426449	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000434817	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000435221	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000451778	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000482602	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TP53	ENSG00000141510	ENST00000269305	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000359597	protein_coding	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000413465	protein_coding	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
TP53	ENSG00000141510	ENST00000420246	protein_coding	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TP53	ENSG00000141510	ENST00000445888	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000455263	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000503591	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000504290	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000504937	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000508793	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000509690	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000510385	protein_coding	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TP53	ENSG00000141510	ENST00000514944	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000576024	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
TP53	ENSG00000141510	ENST00000604348	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610292	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000610538	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000610623	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000618944	protein_coding	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TP53	ENSG00000141510	ENST00000619186	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000619485	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000620739	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
TP53	ENSG00000141510	ENST00000622645	protein_coding	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TRAF2	ENSG00000127191	ENST00000247668	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
UBR5	ENSG00000104517	ENST00000220959	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
UBR5	ENSG00000104517	ENST00000518205	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
UBR5	ENSG00000104517	ENST00000520539	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
UBR5	ENSG00000104517	ENST00000521922	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
