# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NOTCH1	ENSG00000148400	ENST00000680218	protein_coding	2	0	1	2	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0
NOTCH1	ENSG00000148400	ENST00000680668	protein_coding	2	0	1	2	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0
NOTCH1	ENSG00000148400	ENST00000680778	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
NOTCH2	ENSG00000134250	ENST00000256646	protein_coding	6	0	0	0	0	0	0	0	0	4	2	0	2	0	1	0	0	0	0
NRAS	ENSG00000213281	ENST00000369535	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NSD2	ENSG00000109685	ENST00000382888	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000382891	protein_coding	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000382892	protein_coding	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000382895	protein_coding	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000398261	protein_coding	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
NSD2	ENSG00000109685	ENST00000420906	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000503128	protein_coding	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
NSD2	ENSG00000109685	ENST00000508803	protein_coding	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000512700	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000514045	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000514329	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NSD2	ENSG00000109685	ENST00000677895	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PLCG2	ENSG00000197943	ENST00000564138	protein_coding	4	1	1	0	0	0	0	0	0	4	1	1	0	0	2	0	0	0	0
PLCG2	ENSG00000197943	ENST00000565054	protein_coding	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	3	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000646097	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	3	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0
RHOA	ENSG00000067560	ENST00000418115	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000422781	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000445425	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000454011	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000676712	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000678200	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000678921	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHOA	ENSG00000067560	ENST00000679208	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SETD1B	ENSG00000139718	ENST00000542440	protein_coding	2	2	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0
SETD1B	ENSG00000139718	ENST00000604567	protein_coding	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
SETD1B	ENSG00000139718	ENST00000619791	protein_coding	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	2	2	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	2	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000638947	protein_coding	2	2	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0
SETD2	ENSG00000181555	ENST00000685005	protein_coding	2	2	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0
SETD2	ENSG00000181555	ENST00000685399	protein_coding	1	2	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	1	2
SETD2	ENSG00000181555	ENST00000686876	protein_coding	0	2	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3
SETD2	ENSG00000181555	ENST00000690157	protein_coding	0	2	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3
SETD2	ENSG00000181555	ENST00000691544	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691902	protein_coding	0	2	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3
SF3B1	ENSG00000115524	ENST00000335508	protein_coding	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
SF3B1	ENSG00000115524	ENST00000414963	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SF3B1	ENSG00000115524	ENST00000487698	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SGK1	ENSG00000118515	ENST00000367858	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGK1	ENSG00000118515	ENST00000460769	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGK1	ENSG00000118515	ENST00000461976	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SGK1	ENSG00000118515	ENST00000524929	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
SGK1	ENSG00000118515	ENST00000533224	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000344626	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000429416	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000444061	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000538456	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000541122	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000586985	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000589677	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000590574	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000591545	protein_coding	2	1	1	1	0	0	0	0	1	2	1	1	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000592158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000642350	protein_coding	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000642508	protein_coding	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642628	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642726	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643208	protein_coding	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000643296	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643534	protein_coding	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643549	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643857	protein_coding	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000643995	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644065	protein_coding	1	1	2	1	0	0	0	0	0	1	1	2	0	0	1	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000644737	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644760	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644963	protein_coding	1	1	2	1	0	0	0	0	0	1	1	2	0	0	1	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000645236	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000645460	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646183	protein_coding	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000646484	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646510	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646513	protein_coding	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646693	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646746	protein_coding	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647230	protein_coding	2	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647268	protein_coding	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1
SOCS2	ENSG00000120833	ENST00000340600	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000536696	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000547229	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000548091	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000548537	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000549122	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000549206	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000549510	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SOCS2	ENSG00000120833	ENST00000549887	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000551556	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SOCS2	ENSG00000120833	ENST00000551883	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SOCS2	ENSG00000120833	ENST00000622746	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SPATA32	ENSG00000184361	ENST00000331780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPEN	ENSG00000065526	ENST00000375759	protein_coding	4	0	2	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0
SPEN	ENSG00000065526	ENST00000673875	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
STAT3	ENSG00000168610	ENST00000264657	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000389272	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000404395	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000585517	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000588969	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677002	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677030	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677152	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677421	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677442	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677479	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677603	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000677723	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678043	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
STAT3	ENSG00000168610	ENST00000678044	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678048	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678535	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678572	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678674	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678792	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678827	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678905	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678906	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678913	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000678960	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000679014	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000679166	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT3	ENSG00000168610	ENST00000679185	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
STAT5A	ENSG00000126561	ENST00000345506	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000546010	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000588868	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000590726	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000590949	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000676585	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000676631	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000677301	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000677893	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STAT5A	ENSG00000126561	ENST00000678903	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000305737	protein_coding	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000380013	protein_coding	2	1	3	0	0	0	0	0	0	2	0	3	0	0	1	0	0	1	0
TET2	ENSG00000168769	ENST00000413648	protein_coding	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000513237	protein_coding	2	1	3	0	0	0	0	0	0	2	0	3	0	0	1	0	0	1	0
TET2	ENSG00000168769	ENST00000514870	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
TET2	ENSG00000168769	ENST00000540549	protein_coding	2	1	3	0	0	0	0	0	0	2	0	3	0	0	1	0	0	1	0
TIMM8A	ENSG00000126953	ENST00000372902	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TIMM8A	ENSG00000126953	ENST00000644112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNFAIP3	ENSG00000118503	ENST00000237289	protein_coding	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000420009	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000421450	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000433680	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000612899	protein_coding	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000355716	protein_coding	4	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
TNFRSF14	ENSG00000157873	ENST00000409119	protein_coding	3	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000426449	protein_coding	3	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
TNFRSF14	ENSG00000157873	ENST00000434817	protein_coding	4	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
TNFRSF14	ENSG00000157873	ENST00000435221	protein_coding	4	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
TNFRSF14	ENSG00000157873	ENST00000451778	protein_coding	4	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
TNFRSF14	ENSG00000157873	ENST00000482602	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
UBR5	ENSG00000104517	ENST00000220959	protein_coding	5	1	1	0	0	0	0	0	0	5	1	1	0	0	1	0	0	0	0
UBR5	ENSG00000104517	ENST00000518205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UBR5	ENSG00000104517	ENST00000519365	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
UBR5	ENSG00000104517	ENST00000520539	protein_coding	5	1	1	0	0	0	0	0	0	5	1	1	0	0	1	0	0	0	0
UBR5	ENSG00000104517	ENST00000520898	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
UBR5	ENSG00000104517	ENST00000521566	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
UBR5	ENSG00000104517	ENST00000521922	protein_coding	5	1	1	0	0	0	0	0	0	5	1	1	0	0	1	0	0	0	0
ZBTB17	ENSG00000116809	ENST00000375733	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZBTB17	ENSG00000116809	ENST00000375743	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZBTB17	ENSG00000116809	ENST00000440560	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZBTB17	ENSG00000116809	ENST00000537142	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
