# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CYP19A1	ENSG00000137869	ENST00000396402	protein_coding	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
CYP19A1	ENSG00000137869	ENST00000396404	protein_coding	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
CYP19A1	ENSG00000137869	ENST00000405011	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
CYP19A1	ENSG00000137869	ENST00000405913	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
CYP19A1	ENSG00000137869	ENST00000453807	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
CYP19A1	ENSG00000137869	ENST00000557858	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
CYP19A1	ENSG00000137869	ENST00000558328	protein_coding	0	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0
CYP19A1	ENSG00000137869	ENST00000559646	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
CYP19A1	ENSG00000137869	ENST00000559653	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CYP19A1	ENSG00000137869	ENST00000559878	protein_coding	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
CYP19A1	ENSG00000137869	ENST00000559980	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
CYP19A1	ENSG00000137869	ENST00000561075	protein_coding	0	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0
CYP2A6	ENSG00000255974	ENST00000301141	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CYP2C19	ENSG00000165841	ENST00000371321	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2C9	ENSG00000138109	ENST00000260682	protein_coding	0	0	1	4	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
CYP2C9	ENSG00000138109	ENST00000461906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYP2D6	ENSG00000100197	ENST00000359033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYP2D6	ENSG00000100197	ENST00000645361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000324771	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000376567	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000376568	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000376569	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000376570	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000417521	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000418800	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000446312	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000452441	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000454612	protein_coding	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000484556	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000508312	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000513240	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
DDR1	ENSG00000204580	ENST00000514434	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDR2	ENSG00000162733	ENST00000367921	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DDR2	ENSG00000162733	ENST00000367922	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DDR2	ENSG00000162733	ENST00000446985	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000399959	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000441189	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000457138	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000611968	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DDX3X	ENSG00000215301	ENST00000615313	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000616050	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DDX3X	ENSG00000215301	ENST00000625837	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000626301	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000629496	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000642322	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000642424	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
DDX3X	ENSG00000215301	ENST00000643821	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644073	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644074	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644109	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644513	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644677	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644876	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646107	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646122	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646319	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646627	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646679	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
DPYD	ENSG00000188641	ENST00000306031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DPYD	ENSG00000188641	ENST00000370192	protein_coding	2	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
EGFR	ENSG00000146648	ENST00000275493	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
EGFR	ENSG00000146648	ENST00000342916	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
EGFR	ENSG00000146648	ENST00000344576	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
EGFR	ENSG00000146648	ENST00000420316	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
EGFR	ENSG00000146648	ENST00000454757	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
EGFR	ENSG00000146648	ENST00000455089	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0
ENSG00000257411	ENSG00000257411	ENST00000548861	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000265118	ENSG00000265118	ENST00000578584	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000265118	ENSG00000265118	ENST00000584948	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000267318	ENSG00000267318	ENST00000591035	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000282218	ENSG00000282218	ENST00000467125	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
ENSG00000282278	ENSG00000282278	ENST00000507166	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ENSG00000285827	ENSG00000285827	ENST00000648261	protein_coding	1	0	4	7	0	0	2	0	0	0	2	1	3	4	0	0	0	0	0	0
ENSG00000285827	ENSG00000285827	ENST00000649464	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EPM2AIP1	ENSG00000178567	ENST00000322716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPM2AIP1	ENSG00000178567	ENST00000623924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPM2AIP1	ENSG00000178567	ENST00000624586	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERBB3	ENSG00000065361	ENST00000267101	protein_coding	1	1	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000411731	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000415288	protein_coding	1	1	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000549061	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000549282	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000549832	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ERBB3	ENSG00000065361	ENST00000550070	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000550828	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000643266	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000683018	protein_coding	1	1	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000683059	protein_coding	1	1	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
ERBB3	ENSG00000065361	ENST00000683164	protein_coding	1	1	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
ERBB4	ENSG00000178568	ENST00000260943	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000342788	protein_coding	2	0	2	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000402597	protein_coding	2	0	2	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000436443	protein_coding	2	0	2	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000288319	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398897	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398905	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398907	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398910	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398911	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398919	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000417133	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000442448	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000453032	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000206249	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000338799	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000404742	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000406599	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000415488	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000427531	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ESR1	ENSG00000091831	ENST00000440973	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000443427	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000446550	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000456483	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000267525	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000341099	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000353772	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000358599	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000553796	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000554572	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000555278	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000556275	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ESR2	ENSG00000140009	ENST00000557772	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EVI2B	ENSG00000185862	ENST00000330927	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EVI2B	ENSG00000185862	ENST00000577894	protein_coding	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
EZH2	ENSG00000106462	ENST00000320356	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
EZH2	ENSG00000106462	ENST00000350995	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
EZH2	ENSG00000106462	ENST00000460911	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
EZH2	ENSG00000106462	ENST00000476773	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000478654	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000483967	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000326324	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000335922	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000341462	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000356207	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000397091	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000397103	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000397108	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000397113	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000413133	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000425967	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000434187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000447712	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000525001	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000526742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000529552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000530568	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000532791	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000533668	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000683765	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000683815	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR1	ENSG00000077782	ENST00000684654	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000336553	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000346997	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000351936	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000356226	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000357555	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000358487	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000359354	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000360144	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000369056	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000369058	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000369059	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000369060	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000369061	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000429361	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
FGFR2	ENSG00000066468	ENST00000457416	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000478859	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000611527	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000613048	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000613324	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000638709	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000682550	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000682772	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000683035	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000683211	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
FGFR2	ENSG00000066468	ENST00000684153	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
FGFR3	ENSG00000068078	ENST00000340107	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000352904	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000412135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000440486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000481110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000507588	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000292408	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000393637	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000393648	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000502906	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000503708	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000510911	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000511076	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FGFR4	ENSG00000160867	ENST00000513166	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000514472	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
FLT1	ENSG00000102755	ENST00000282397	protein_coding	0	2	3	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	2	0
FLT1	ENSG00000102755	ENST00000539099	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLT1	ENSG00000102755	ENST00000540678	protein_coding	0	2	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0
FLT1	ENSG00000102755	ENST00000541932	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
FLT1	ENSG00000102755	ENST00000543394	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1
FLT1	ENSG00000102755	ENST00000615611	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
FLT1	ENSG00000102755	ENST00000615840	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
