# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
EGFR	ENSG00000146648	ENST00000420316	protein_coding	0	0	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
EGFR	ENSG00000146648	ENST00000442591	protein_coding	0	0	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
EGFR	ENSG00000146648	ENST00000450046	protein_coding	0	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4
EGFR	ENSG00000146648	ENST00000454757	protein_coding	0	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4
EGFR	ENSG00000146648	ENST00000455089	protein_coding	0	0	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
EIF2B5	ENSG00000145191	ENST00000444495	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
EPHB3	ENSG00000182580	ENST00000330394	protein_coding	0	0	1	7	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0
EPM2AIP1	ENSG00000178567	ENST00000322716	protein_coding	0	0	0	6	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ERP29	ENSG00000089248	ENST00000261735	protein_coding	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ERP29	ENSG00000089248	ENST00000455836	protein_coding	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ERP29	ENSG00000089248	ENST00000546477	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ERP29	ENSG00000089248	ENST00000552052	protein_coding	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ESR1	ENSG00000091831	ENST00000404742	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000440973	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD1	ENSG00000178997	ENST00000314992	protein_coding	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
EXD1	ENSG00000178997	ENST00000458580	protein_coding	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
EXD1	ENSG00000178997	ENST00000558396	protein_coding	0	0	0	11	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0
EXOC6	ENSG00000138190	ENST00000260762	protein_coding	0	0	0	11	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0
EXOC6	ENSG00000138190	ENST00000371547	protein_coding	0	0	0	11	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0
EXOC6	ENSG00000138190	ENST00000371552	protein_coding	0	0	0	11	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0
EXOC6	ENSG00000138190	ENST00000443748	protein_coding	0	0	0	11	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0
EXOC6	ENSG00000138190	ENST00000458552	protein_coding	0	0	0	6	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
EXOSC10	ENSG00000171824	ENST00000304457	protein_coding	0	0	1	18	0	0	0	1	0	17	1	0	0	0	0	0	0	0	0
EXOSC10	ENSG00000171824	ENST00000376936	protein_coding	0	0	1	18	0	0	0	1	0	17	1	0	0	0	0	0	0	0	0
EXOSC10	ENSG00000171824	ENST00000544779	protein_coding	0	0	0	19	1	0	0	1	0	17	0	0	0	0	0	0	0	0	0
FAM160A1	ENSG00000164142	ENST00000435205	protein_coding	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3
FAM160A1	ENSG00000164142	ENST00000503146	protein_coding	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3
FAM160A1	ENSG00000164142	ENST00000505231	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM160A1	ENSG00000164142	ENST00000512597	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM160A1	ENSG00000164142	ENST00000513086	protein_coding	0	0	0	9	0	0	0	1	0	5	0	0	0	0	0	0	0	0	3
FAM160A1	ENSG00000164142	ENST00000513962	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
FAM179A	ENSG00000189350	ENST00000379558	protein_coding	0	2	2	60	0	0	0	0	0	60	2	0	0	0	0	0	0	2	0
FAM179A	ENSG00000189350	ENST00000401723	protein_coding	0	0	0	70	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
FAM179A	ENSG00000189350	ENST00000403861	protein_coding	0	2	2	60	0	0	0	0	0	60	2	0	0	0	0	0	0	2	0
FAM179A	ENSG00000189350	ENST00000420297	protein_coding	0	1	0	61	0	0	0	42	0	17	0	0	0	0	0	0	0	1	2
FANCD2	ENSG00000144554	ENST00000287647	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000383806	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000383807	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000419585	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
FANCD2OS	ENSG00000163705	ENST00000450660	protein_coding	0	0	0	6	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
FANCD2OS	ENSG00000163705	ENST00000453223	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
FANCD2OS	ENSG00000163705	ENST00000524279	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
FBXW11	ENSG00000072803	ENST00000265094	protein_coding	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
FBXW11	ENSG00000072803	ENST00000296933	protein_coding	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
FBXW11	ENSG00000072803	ENST00000393802	protein_coding	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
FBXW11	ENSG00000072803	ENST00000425623	protein_coding	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
FBXW11	ENSG00000072803	ENST00000517395	protein_coding	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
FBXW11	ENSG00000072803	ENST00000518752	protein_coding	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
FGFR3	ENSG00000068078	ENST00000260795	protein_coding	2	0	1	10	0	0	0	0	1	5	1	0	0	0	1	0	0	0	5
FGFR3	ENSG00000068078	ENST00000340107	protein_coding	1	0	1	11	0	0	0	0	1	6	1	0	0	0	0	0	0	0	5
FGFR3	ENSG00000068078	ENST00000352904	protein_coding	1	0	0	12	0	0	0	0	1	7	0	0	0	0	0	0	0	0	5
FGFR3	ENSG00000068078	ENST00000412135	protein_coding	1	0	0	12	0	0	0	0	1	7	0	0	0	0	0	0	0	0	5
FGFR3	ENSG00000068078	ENST00000440486	protein_coding	2	0	1	10	0	0	0	0	1	5	1	0	0	0	1	0	0	0	5
FGFR3	ENSG00000068078	ENST00000481110	protein_coding	2	0	1	10	0	0	0	0	1	5	1	0	0	0	1	0	0	0	5
FGFR3	ENSG00000068078	ENST00000507588	protein_coding	0	0	0	8	0	0	0	3	0	3	0	0	0	0	0	0	0	0	2
FIP1L1	ENSG00000145216	ENST00000306932	protein_coding	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
FIP1L1	ENSG00000145216	ENST00000337488	protein_coding	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
FIP1L1	ENSG00000145216	ENST00000358575	protein_coding	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
FIP1L1	ENSG00000145216	ENST00000507166	protein_coding	0	0	0	96	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
FIP1L1	ENSG00000145216	ENST00000507922	protein_coding	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
GART	ENSG00000159131	ENST00000381815	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GART	ENSG00000159131	ENST00000381831	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GART	ENSG00000159131	ENST00000381839	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GART	ENSG00000159131	ENST00000543717	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GEMIN6	ENSG00000152147	ENST00000281950	protein_coding	0	0	0	14	1	0	0	8	0	5	0	0	0	0	0	0	0	0	0
GEMIN6	ENSG00000152147	ENST00000409011	protein_coding	0	0	0	30	0	0	0	9	0	21	0	0	0	0	0	0	0	0	0
GEMIN6	ENSG00000152147	ENST00000409566	protein_coding	0	0	0	14	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0
GH1	ENSG00000259384	ENST00000323322	protein_coding	0	2	1	3	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0
GH1	ENSG00000259384	ENST00000342364	protein_coding	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
GH1	ENSG00000259384	ENST00000351388	protein_coding	0	2	1	3	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0
GH1	ENSG00000259384	ENST00000458650	protein_coding	0	2	1	3	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0
GH2	ENSG00000136487	ENST00000332800	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
GH2	ENSG00000136487	ENST00000423893	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
GH2	ENSG00000136487	ENST00000449787	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
GH2	ENSG00000136487	ENST00000456543	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
GHDC	ENSG00000167925	ENST00000414034	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GHDC	ENSG00000167925	ENST00000587427	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GHDC	ENSG00000167925	ENST00000588352	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GHDC	ENSG00000167925	ENST00000590249	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GHDC	ENSG00000167925	ENST00000593209	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GNA11	ENSG00000088256	ENST00000078429	protein_coding	3	1	2	4	0	0	0	0	2	5	2	0	1	0	0	0	0	1	0
GNA11	ENSG00000088256	ENST00000587636	protein_coding	2	0	1	3	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2
GRID1	ENSG00000182771	ENST00000327946	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
GTF2H4	ENSG00000213780	ENST00000259895	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GTF2H4	ENSG00000213780	ENST00000376316	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GTF3A	ENSG00000122034	ENST00000381140	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
GTF3A	ENSG00000122034	ENST00000439403	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
HCRT	ENSG00000161610	ENST00000293330	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HIC2	ENSG00000169635	ENST00000407464	protein_coding	0	0	0	14	0	0	0	2	0	9	0	0	0	0	0	0	0	0	3
HIC2	ENSG00000169635	ENST00000407598	protein_coding	0	0	0	11	0	0	0	2	0	7	0	0	0	0	0	0	0	0	2
HIC2	ENSG00000169635	ENST00000443632	protein_coding	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000311189	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000397594	protein_coding	1	0	2	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0
HRAS	ENSG00000174775	ENST00000397596	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000417302	protein_coding	1	0	2	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0
HRAS	ENSG00000174775	ENST00000451590	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
HSD17B7	ENSG00000132196	ENST00000254521	protein_coding	0	0	0	18	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1
HSD17B7	ENSG00000132196	ENST00000367913	protein_coding	0	0	0	11	0	0	0	5	0	5	0	0	0	0	0	0	0	0	1
HSD17B7	ENSG00000132196	ENST00000367915	protein_coding	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1
HSD17B7	ENSG00000132196	ENST00000367917	protein_coding	0	0	0	18	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1
ICAM1	ENSG00000090339	ENST00000264832	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ICAM1	ENSG00000090339	ENST00000423829	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ICAM1	ENSG00000090339	ENST00000588645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IFNGR2	ENSG00000159128	ENST00000290219	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
IFNGR2	ENSG00000159128	ENST00000381995	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
IFNGR2	ENSG00000159128	ENST00000405436	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
IFNGR2	ENSG00000159128	ENST00000421802	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
IFT46	ENSG00000118096	ENST00000264020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IFT46	ENSG00000118096	ENST00000264021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IFT46	ENSG00000118096	ENST00000528378	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
IFT46	ENSG00000118096	ENST00000530872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IFT46	ENSG00000118096	ENST00000533918	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
IFT46	ENSG00000118096	ENST00000534114	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
IFT46	ENSG00000118096	ENST00000534156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IKZF1	ENSG00000185811	ENST00000331340	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000343574	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000346667	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000349824	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000357364	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000359197	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000413698	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000426121	protein_coding	0	0	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000438033	protein_coding	0	0	0	24	0	0	0	0	0	19	0	0	0	0	0	0	0	0	5
IKZF1	ENSG00000185811	ENST00000439701	protein_coding	0	0	0	24	0	0	0	0	0	19	0	0	0	0	0	0	0	0	5
IKZF1	ENSG00000185811	ENST00000440768	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
IL15RA	ENSG00000134470	ENST00000379971	protein_coding	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
IL15RA	ENSG00000134470	ENST00000379977	protein_coding	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
IL15RA	ENSG00000134470	ENST00000397246	protein_coding	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
IL15RA	ENSG00000134470	ENST00000397248	protein_coding	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
IL15RA	ENSG00000134470	ENST00000397250	protein_coding	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
IL15RA	ENSG00000134470	ENST00000397251	protein_coding	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
IL15RA	ENSG00000134470	ENST00000397255	protein_coding	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
IL15RA	ENSG00000134470	ENST00000429135	protein_coding	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
IL15RA	ENSG00000134470	ENST00000453922	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IL15RA	ENSG00000134470	ENST00000525219	protein_coding	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
IL15RA	ENSG00000134470	ENST00000528354	protein_coding	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
IL15RA	ENSG00000134470	ENST00000530685	protein_coding	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
IL2RA	ENSG00000134460	ENST00000256876	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL2RA	ENSG00000134460	ENST00000379954	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL2RA	ENSG00000134460	ENST00000379959	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL2RA	ENSG00000134460	ENST00000447847	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
INPP5F	ENSG00000198825	ENST00000361976	protein_coding	0	0	0	45	0	0	0	1	0	34	0	0	0	0	0	0	0	0	10
INPP5F	ENSG00000198825	ENST00000369081	protein_coding	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
INPP5F	ENSG00000198825	ENST00000369083	protein_coding	0	0	0	38	0	0	0	0	0	28	0	0	0	0	0	0	0	0	10
INTS2	ENSG00000108506	ENST00000251334	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
INTS2	ENSG00000108506	ENST00000444766	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ITGA7	ENSG00000135424	ENST00000257879	protein_coding	0	1	2	17	0	0	0	0	0	14	2	0	0	1	0	0	0	1	3
ITGA7	ENSG00000135424	ENST00000257880	protein_coding	0	1	2	17	0	0	0	0	0	14	2	0	0	1	0	0	0	1	3
ITGA7	ENSG00000135424	ENST00000347027	protein_coding	0	1	2	17	0	0	0	0	0	14	2	0	0	1	0	0	0	1	3
ITGA7	ENSG00000135424	ENST00000394229	protein_coding	0	1	2	17	0	0	0	0	0	14	2	0	0	1	0	0	0	1	3
ITGA7	ENSG00000135424	ENST00000394230	protein_coding	0	1	2	17	0	0	0	0	0	14	2	0	0	1	0	0	0	1	3
ITGA7	ENSG00000135424	ENST00000452168	protein_coding	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
ITGA7	ENSG00000135424	ENST00000553804	protein_coding	0	1	2	17	0	0	0	0	0	14	2	0	0	1	0	0	0	1	3
ITGA7	ENSG00000135424	ENST00000555728	protein_coding	0	1	2	17	0	0	0	0	0	14	2	0	0	1	0	0	0	1	3
ITGA7	ENSG00000135424	ENST00000557257	protein_coding	0	0	0	17	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0
ITGA7	ENSG00000135424	ENST00000557555	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ITSN1	ENSG00000205726	ENST00000381285	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000381291	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000381318	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399349	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399352	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399353	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399355	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000399367	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000444491	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ITSN1	ENSG00000205726	ENST00000451686	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
JAK2	ENSG00000096968	ENST00000381652	protein_coding	7	5	10	7	1	0	0	0	0	6	10	0	0	0	7	0	0	5	0
JAK2	ENSG00000096968	ENST00000539801	protein_coding	7	5	10	7	0	0	0	1	0	6	10	0	0	0	7	0	0	5	0
JAK2	ENSG00000096968	ENST00000544510	protein_coding	7	3	7	9	0	0	2	1	0	6	7	0	0	0	7	0	0	3	0
KCNH4	ENSG00000089558	ENST00000264661	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KCNH4	ENSG00000089558	ENST00000607371	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KDELC2	ENSG00000178202	ENST00000323468	protein_coding	0	0	0	12	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0
KDELC2	ENSG00000178202	ENST00000375648	protein_coding	0	0	0	9	0	0	0	6	0	1	0	0	0	0	0	0	0	0	2
KDELC2	ENSG00000178202	ENST00000434945	protein_coding	0	0	0	12	3	0	0	0	0	7	0	0	0	0	0	0	0	0	2
KDELC2	ENSG00000178202	ENST00000530318	protein_coding	0	0	0	10	0	0	0	3	0	6	0	0	0	0	0	0	0	0	1
KDM6A	ENSG00000147050	ENST00000377967	protein_coding	0	0	0	8	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000382899	protein_coding	0	0	0	8	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000414389	protein_coding	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000431196	protein_coding	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000433797	protein_coding	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000536777	protein_coding	0	0	0	8	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000543216	protein_coding	0	0	0	8	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0
KRT4	ENSG00000170477	ENST00000293774	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KRT4	ENSG00000170477	ENST00000551956	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KRT79	ENSG00000185640	ENST00000330553	protein_coding	0	0	0	9	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0
KRT79	ENSG00000185640	ENST00000549255	protein_coding	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2
KRT9	ENSG00000171403	ENST00000246662	protein_coding	0	0	1	5	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0
KRT9	ENSG00000171403	ENST00000588431	protein_coding	0	0	0	6	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0
LAMA2	ENSG00000196569	ENST00000421865	protein_coding	0	1	0	67	0	0	0	0	0	67	0	0	0	0	0	0	0	1	0
LEUTX	ENSG00000213921	ENST00000396841	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
LRMP	ENSG00000118308	ENST00000354454	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000536173	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000547044	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000548766	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000550945	protein_coding	0	0	0	8	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000554942	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000555885	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000556887	protein_coding	0	0	0	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000557489	protein_coding	0	0	0	8	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0
LRRC56	ENSG00000161328	ENST00000270115	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LST3	ENSG00000257046	ENST00000381541	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
LST3	ENSG00000257046	ENST00000540229	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
LTBP4	ENSG00000090006	ENST00000204005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LTBP4	ENSG00000090006	ENST00000545697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
