# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CSDE1	ENSG00000009307	ENST00000339438	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000358528	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000369530	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000438362	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000529046	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000530886	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000534699	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000610726	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000684913	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000686025	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000686235	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000686667	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000686781	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000687759	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000688211	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000689217	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000689732	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000689885	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000689989	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000690207	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000691032	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000692044	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000692672	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000692719	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSG00000009307	ENST00000693467	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSF1R	ENSG00000182578	ENST00000286301	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
CSF1R	ENSG00000182578	ENST00000511344	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF1R	ENSG00000182578	ENST00000543093	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
CSF1R	ENSG00000182578	ENST00000675795	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000349496	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000396183	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000396185	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000405570	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000426215	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000431914	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000433400	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000441708	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000450969	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000453024	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000642248	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000642315	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000642426	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000642836	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000642886	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000642986	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000642992	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000643031	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000643297	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000643541	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000643977	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000643992	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000644138	protein_coding	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000644524	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000644678	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000644867	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000644873	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000644906	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000645210	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000645276	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000645320	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000645493	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000645900	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000645927	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CTNNB1	ENSG00000168036	ENST00000645982	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000646116	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000646174	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000646369	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000646381	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000646725	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000647264	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000647390	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTNNB1	ENSG00000168036	ENST00000647413	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CXorf65	ENSG00000204165	ENST00000374251	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CYP19A1	ENSG00000137869	ENST00000396402	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CYP19A1	ENSG00000137869	ENST00000396404	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CYP19A1	ENSG00000137869	ENST00000453807	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CYP19A1	ENSG00000137869	ENST00000558328	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CYP19A1	ENSG00000137869	ENST00000559653	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CYP19A1	ENSG00000137869	ENST00000559878	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CYP19A1	ENSG00000137869	ENST00000561075	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CYP2C19	ENSG00000165841	ENST00000371321	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYP2C9	ENSG00000138109	ENST00000260682	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
CYP2C9	ENSG00000138109	ENST00000461906	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDR2	ENSG00000162733	ENST00000367921	protein_coding	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
DDR2	ENSG00000162733	ENST00000367922	protein_coding	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
DDR2	ENSG00000162733	ENST00000415555	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDR2	ENSG00000162733	ENST00000446985	protein_coding	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
DDR2	ENSG00000162733	ENST00000671979	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000399959	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000441189	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000457138	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000611968	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DDX3X	ENSG00000215301	ENST00000615313	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000616050	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DDX3X	ENSG00000215301	ENST00000625837	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000626301	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000629496	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000642322	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000642424	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000643821	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644073	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644074	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644109	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644513	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644677	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000644876	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646107	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646122	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646319	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646627	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DDX3X	ENSG00000215301	ENST00000646679	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DNMT3A	ENSG00000119772	ENST00000264709	protein_coding	1	0	1	3	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0
DNMT3A	ENSG00000119772	ENST00000321117	protein_coding	1	0	1	3	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0
DNMT3A	ENSG00000119772	ENST00000380746	protein_coding	0	0	1	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
DNMT3A	ENSG00000119772	ENST00000402667	protein_coding	0	0	1	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
DNMT3A	ENSG00000119772	ENST00000470983	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
DNMT3A	ENSG00000119772	ENST00000683760	protein_coding	0	0	1	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
DNMT3B	ENSG00000088305	ENST00000201963	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNMT3B	ENSG00000088305	ENST00000328111	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNMT3B	ENSG00000088305	ENST00000348286	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNMT3B	ENSG00000088305	ENST00000353855	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNMT3B	ENSG00000088305	ENST00000443239	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNMT3B	ENSG00000088305	ENST00000456297	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DPYD	ENSG00000188641	ENST00000370192	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
EGFR	ENSG00000146648	ENST00000275493	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
EGFR	ENSG00000146648	ENST00000344576	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EGFR	ENSG00000146648	ENST00000454757	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
EGFR	ENSG00000146648	ENST00000455089	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000265118	ENSG00000265118	ENST00000578584	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000265118	ENSG00000265118	ENST00000584948	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000282218	ENSG00000282218	ENST00000467125	protein_coding	0	0	0	11	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0
ENSG00000282278	ENSG00000282278	ENST00000507166	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000285827	ENSG00000285827	ENST00000648261	protein_coding	0	1	0	9	0	0	2	0	0	6	0	1	0	0	0	0	0	0	1	0
ENSG00000285827	ENSG00000285827	ENST00000649464	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285938	ENSG00000285938	ENST00000648485	protein_coding	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6
EPM2AIP1	ENSG00000178567	ENST00000322716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPM2AIP1	ENSG00000178567	ENST00000623924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPM2AIP1	ENSG00000178567	ENST00000624586	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERBB2	ENSG00000141736	ENST00000269571	protein_coding	2	1	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	1
ERBB2	ENSG00000141736	ENST00000406381	protein_coding	2	1	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1	0
ERBB2	ENSG00000141736	ENST00000445658	protein_coding	2	1	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	1
ERBB2	ENSG00000141736	ENST00000541774	protein_coding	2	1	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1	0
ERBB2	ENSG00000141736	ENST00000578199	protein_coding	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
ERBB2	ENSG00000141736	ENST00000578502	protein_coding	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ERBB2	ENSG00000141736	ENST00000578709	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ERBB2	ENSG00000141736	ENST00000580074	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ERBB2	ENSG00000141736	ENST00000582818	protein_coding	0	0	0	5	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
ERBB2	ENSG00000141736	ENST00000584450	protein_coding	2	1	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	1
ERBB2	ENSG00000141736	ENST00000584601	protein_coding	2	1	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1	0
ERBB3	ENSG00000065361	ENST00000267101	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000411731	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000415288	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000549061	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000549282	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000643266	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000683018	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000683059	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	ENST00000683164	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERBB4	ENSG00000178568	ENST00000260943	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ERBB4	ENSG00000178568	ENST00000342788	protein_coding	0	1	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
ERBB4	ENSG00000178568	ENST00000402597	protein_coding	0	1	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
ERBB4	ENSG00000178568	ENST00000436443	protein_coding	0	1	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
ERG	ENSG00000157554	ENST00000288319	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398897	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398905	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398907	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398910	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398911	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398919	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000417133	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000442448	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000453032	protein_coding	0	0	1	10	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0
EVI2B	ENSG00000185862	ENST00000330927	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
EVI2B	ENSG00000185862	ENST00000577894	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
EZH2	ENSG00000106462	ENST00000320356	protein_coding	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
EZH2	ENSG00000106462	ENST00000350995	protein_coding	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
EZH2	ENSG00000106462	ENST00000460911	protein_coding	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
EZH2	ENSG00000106462	ENST00000476773	protein_coding	0	0	3	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000478654	protein_coding	0	0	3	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000483967	protein_coding	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
FBXW7	ENSG00000109670	ENST00000281708	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000296555	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000393956	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000603548	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000603841	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000326324	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000335922	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000341462	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000356207	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000397091	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000397103	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000397108	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000397113	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000425967	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000447712	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000532791	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000683765	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
