#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000686564.1	protein_coding	-	-	-	-	-	-	-	-	-	-	4165	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	missense_variant,splice_region_variant	MODERATE	KMT2D	ENSG00000167548	Transcript	ENST00000687201.1	protein_coding	2/6	-	-	-	1798	1798	600	L/V	Ctg/Gtg	-	-	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	deleterious_low_confidence(0)	probably_damaging(0.955)	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000687241.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	4563	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000689060.1	protein_coding	-	-	-	-	-	-	-	-	-	-	4289	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	splice_region_variant,3_prime_UTR_variant,NMD_transcript_variant	LOW	KMT2D	ENSG00000167548	Transcript	ENST00000689143.1	nonsense_mediated_decay	5/5	-	-	-	3837	-	-	-	-	-	-	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	downstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000689944.1	protein_coding	-	-	-	-	-	-	-	-	-	-	4289	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000691986.1	protein_coding	-	-	-	-	-	-	-	-	-	-	3621	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	missense_variant,splice_region_variant	MODERATE	KMT2D	ENSG00000167548	Transcript	ENST00000692637.1	protein_coding	35/54	-	-	-	10231	10231	3411	L/V	Ctg/Gtg	-	-	-1	-	HGNC	HGNC:7133	-	-	-	A2	-	benign(0.412)	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	missense_variant,splice_region_variant,NMD_transcript_variant	MODERATE	KMT2D	ENSG00000167548	Transcript	ENST00000692841.1	nonsense_mediated_decay	2/5	-	-	-	1798	1798	600	L/V	Ctg/Gtg	-	-	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	deleterious_low_confidence(0)	probably_damaging(0.986)	-	-	-	-	-	-	-	-	-	-
.	12:49034933-49034933	C	upstream_gene_variant	MODIFIER	KMT2D	ENSG00000167548	Transcript	ENST00000692973.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	3621	-1	cds_start_NF	HGNC	HGNC:7133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105602393-105602404	-	upstream_gene_variant	MODIFIER	IGHE	ENSG00000211891	Transcript	ENST00000390541.2	IG_C_gene	-	-	-	-	-	-	-	-	-	-	666	-1	cds_start_NF	HGNC	HGNC:5522	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105602393-105602404	-	upstream_gene_variant	MODIFIER	IGHE	ENSG00000211891	Transcript	ENST00000641420.1	IG_C_gene	-	-	-	-	-	-	-	-	-	-	666	-1	cds_start_NF	HGNC	HGNC:5522	-	-	-	P4	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105745680-105745680	T	upstream_gene_variant	MODIFIER	IGHG1	ENSG00000211896	Transcript	ENST00000390542.6	IG_C_gene	-	-	-	-	-	-	-	-	-	rs182228464	2609	-1	cds_start_NF	HGNC	HGNC:5525	-	-	-	A2	-	-	0.0002	-	-	-	-	-	-	-	-	-
.	14:105745680-105745680	T	upstream_gene_variant	MODIFIER	IGHG1	ENSG00000211896	Transcript	ENST00000390548.6	IG_C_gene	-	-	-	-	-	-	-	-	-	rs182228464	2609	-1	cds_start_NF	HGNC	HGNC:5525	-	-	-	P4	-	-	0.0002	-	-	-	-	-	-	-	-	-
.	14:105745680-105745680	T	upstream_gene_variant	MODIFIER	IGHG1	ENSG00000211896	Transcript	ENST00000390549.6	IG_C_gene	-	-	-	-	-	-	-	-	-	rs182228464	2609	-1	cds_start_NF	HGNC	HGNC:5525	-	-	-	A2	-	-	0.0002	-	-	-	-	-	-	-	-	-
.	14:105746090-105746090	C	upstream_gene_variant	MODIFIER	IGHG1	ENSG00000211896	Transcript	ENST00000390542.6	IG_C_gene	-	-	-	-	-	-	-	-	-	-	3019	-1	cds_start_NF	HGNC	HGNC:5525	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105746090-105746090	C	upstream_gene_variant	MODIFIER	IGHG1	ENSG00000211896	Transcript	ENST00000390548.6	IG_C_gene	-	-	-	-	-	-	-	-	-	-	3019	-1	cds_start_NF	HGNC	HGNC:5525	-	-	-	P4	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105746090-105746090	C	upstream_gene_variant	MODIFIER	IGHG1	ENSG00000211896	Transcript	ENST00000390549.6	IG_C_gene	-	-	-	-	-	-	-	-	-	-	3019	-1	cds_start_NF	HGNC	HGNC:5525	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	upstream_gene_variant	MODIFIER	IGHM	ENSG00000211899	Transcript	ENST00000390559.6	IG_C_gene	-	-	-	-	-	-	-	-	-	rs1446783718	3180	-1	cds_start_NF	HGNC	HGNC:5541	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	downstream_gene_variant	MODIFIER	IGHJ6	ENSG00000211900	Transcript	ENST00000390560.2	IG_J_gene	-	-	-	-	-	-	-	-	-	rs1446783718	3800	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5540	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	downstream_gene_variant	MODIFIER	IGHJ3P	ENSG00000237111	Transcript	ENST00000436826.1	IG_J_pseudogene	-	-	-	-	-	-	-	-	-	rs1446783718	4018	-1	-	HGNC	HGNC:5537	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	downstream_gene_variant	MODIFIER	IGHJ4	ENSG00000240041	Transcript	ENST00000461719.1	IG_J_gene	-	-	-	-	-	-	-	-	-	rs1446783718	4817	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5538	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	downstream_gene_variant	MODIFIER	IGHJ5	ENSG00000242472	Transcript	ENST00000488476.1	IG_J_gene	-	-	-	-	-	-	-	-	-	rs1446783718	4416	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5539	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	upstream_gene_variant	MODIFIER	MIR4539	ENSG00000265612	Transcript	ENST00000579784.1	miRNA	-	-	-	-	-	-	-	-	-	rs1446783718	1826	-1	-	HGNC	HGNC:41546	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	upstream_gene_variant	MODIFIER	MIR4507	ENSG00000264024	Transcript	ENST00000581070.2	miRNA	-	-	-	-	-	-	-	-	-	rs1446783718	1223	-1	-	HGNC	HGNC:41642	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	upstream_gene_variant	MODIFIER	MIR4538	ENSG00000263413	Transcript	ENST00000581377.2	miRNA	-	-	-	-	-	-	-	-	-	rs1446783718	1156	-1	-	HGNC	HGNC:41664	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	downstream_gene_variant	MODIFIER	MIR4537	ENSG00000264781	Transcript	ENST00000581717.1	miRNA	-	-	-	-	-	-	-	-	-	rs1446783718	86	-1	-	HGNC	HGNC:41682	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	upstream_gene_variant	MODIFIER	IGHM	ENSG00000211899	Transcript	ENST00000637539.2	IG_C_gene	-	-	-	-	-	-	-	-	-	rs1446783718	3180	-1	cds_start_NF	HGNC	HGNC:5541	-	-	-	P4	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105859398-105859398	A	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000509256	promoter	-	-	-	-	-	-	-	-	-	rs1446783718	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	upstream_gene_variant	MODIFIER	IGHD5-5	ENSG00000211928	Transcript	ENST00000390588.1	IG_D_gene	-	-	-	-	-	-	-	-	-	rs544116107	4415	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5511	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	upstream_gene_variant	MODIFIER	IGHD3-3	ENSG00000211930	Transcript	ENST00000390590.1	IG_D_gene	-	-	-	-	-	-	-	-	-	rs544116107	2302	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5498	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	downstream_gene_variant	MODIFIER	IGHD2-2	ENSG00000211931	Transcript	ENST00000390591.1	IG_D_gene	-	-	-	-	-	-	-	-	-	rs544116107	135	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5490	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	upstream_gene_variant	MODIFIER	IGHD4-4	ENSG00000233655	Transcript	ENST00000414852.1	IG_D_gene	-	-	-	-	-	-	-	-	-	rs544116107	3454	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5505	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	downstream_gene_variant	MODIFIER	IGHD1-1	ENSG00000236170	Transcript	ENST00000454908.1	IG_D_gene	-	-	-	-	-	-	-	-	-	rs544116107	2811	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:5482	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	intron_variant,non_coding_transcript_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000619942.5	lncRNA	-	1/3	-	-	-	-	-	-	-	rs544116107	-	1	-	HGNC	HGNC:19955	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	upstream_gene_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000628159.2	lncRNA	-	-	-	-	-	-	-	-	-	rs544116107	4797	1	-	HGNC	HGNC:19955	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	upstream_gene_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000628233.2	lncRNA	-	-	-	-	-	-	-	-	-	rs544116107	1747	1	-	HGNC	HGNC:19955	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	upstream_gene_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000629589.1	lncRNA	-	-	-	-	-	-	-	-	-	rs544116107	1745	1	-	HGNC	HGNC:19955	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	upstream_gene_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000630242.2	lncRNA	-	-	-	-	-	-	-	-	-	rs544116107	1288	1	-	HGNC	HGNC:19955	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	intron_variant,non_coding_transcript_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000689219.2	lncRNA	-	1/3	-	-	-	-	-	-	-	rs544116107	-	1	-	HGNC	HGNC:19955	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	intron_variant,non_coding_transcript_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000693413.1	lncRNA	-	1/5	-	-	-	-	-	-	-	rs544116107	-	1	-	HGNC	HGNC:19955	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	intron_variant,non_coding_transcript_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000701882.1	lncRNA	-	1/3	-	-	-	-	-	-	-	rs544116107	-	1	-	HGNC	HGNC:19955	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	intron_variant,non_coding_transcript_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000701894.1	lncRNA	-	1/3	-	-	-	-	-	-	-	rs544116107	-	1	-	HGNC	HGNC:19955	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	14:105916690-105916691	-	intron_variant,non_coding_transcript_variant	MODIFIER	FAM30A	ENSG00000226777	Transcript	ENST00000701943.1	lncRNA	-	1/3	-	-	-	-	-	-	-	rs544116107	-	1	-	HGNC	HGNC:19955	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000264657.10	protein_coding	21/24	-	-	-	2081	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	NM_139276.3	-	1	P4	tolerated_low_confidence(0.13)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000389272.7	protein_coding	20/23	-	-	-	1919	1600	534	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	2	-	tolerated(0.14)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000404395.3	protein_coding	21/24	-	-	-	2031	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	1	A1	tolerated_low_confidence(0.13)	probably_damaging(0.97)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	upstream_gene_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000462269.1	retained_intron	-	-	-	-	-	-	-	-	-	-	4927	-1	-	HGNC	HGNC:11364	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	upstream_gene_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000462286.3	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	4974	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	downstream_gene_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000471989.5	retained_intron	-	-	-	-	-	-	-	-	-	-	546	-1	-	HGNC	HGNC:11364	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	upstream_gene_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000491272.2	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	2416	-1	-	HGNC	HGNC:11364	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	downstream_gene_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000498330.1	retained_intron	-	-	-	-	-	-	-	-	-	-	575	-1	-	HGNC	HGNC:11364	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000585517.5	protein_coding	21/24	-	-	-	2059	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	5	-	tolerated_low_confidence(0.14)	benign(0.392)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000588969.5	protein_coding	21/24	-	-	-	2099	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	1	P4	tolerated_low_confidence(0.13)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000676636.1	nonsense_mediated_decay	21/24	-	-	-	2182	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677002.1	protein_coding	20/23	-	-	-	1867	1867	623	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677030.1	protein_coding	21/24	-	-	-	2144	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.392)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677152.1	protein_coding	21/24	-	-	-	2094	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.14)	benign(0.392)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	non_coding_transcript_exon_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000677270.1	retained_intron	6/6	-	-	-	1347	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000677271.1	nonsense_mediated_decay	19/22	-	-	-	1846	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000677308.1	nonsense_mediated_decay	21/23	-	-	-	2209	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	upstream_gene_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000677346.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	4786	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677421.1	protein_coding	20/23	-	-	-	2168	1990	664	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.12)	benign(0.019)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677442.1	protein_coding	21/24	-	-	-	2086	1867	623	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677479.1	protein_coding	21/24	-	-	-	2091	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.392)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	upstream_gene_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000677500.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	2416	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677603.1	protein_coding	21/23	-	-	-	2094	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.265)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000677723.1	protein_coding	21/24	-	-	-	2094	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.13)	probably_damaging(0.97)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	non_coding_transcript_exon_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000677763.1	retained_intron	21/23	-	-	-	2094	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000677820.1	nonsense_mediated_decay	21/24	-	-	-	2236	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678043.1	protein_coding	21/24	-	-	-	2094	1873	625	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678044.1	protein_coding	21/24	-	-	-	2160	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	P4	tolerated_low_confidence(0.13)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678048.1	protein_coding	20/23	-	-	-	1997	1810	604	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000678445.1	nonsense_mediated_decay	21/24	-	-	-	2201	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678535.1	protein_coding	21/23	-	-	-	2123	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.265)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678572.1	protein_coding	21/24	-	-	-	2096	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	non_coding_transcript_exon_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000678659.1	retained_intron	20/20	-	-	-	2331	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678674.1	protein_coding	20/23	-	-	-	1963	1798	600	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.12)	benign(0.223)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	non_coding_transcript_exon_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000678764.1	retained_intron	20/23	-	-	-	2311	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678792.1	protein_coding	21/24	-	-	-	2099	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678827.1	protein_coding	21/24	-	-	-	2157	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.392)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678905.1	protein_coding	21/24	-	-	-	2128	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678906.1	protein_coding	22/25	-	-	-	2219	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	P4	tolerated_low_confidence(0.13)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678913.1	protein_coding	21/24	-	-	-	2096	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678960.1	protein_coding	22/25	-	-	-	2160	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	P4	tolerated_low_confidence(0.13)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000679014.1	protein_coding	21/24	-	-	-	2150	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.13)	probably_damaging(0.97)	-	-	-	-	-	-	-	-	-	-
