#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678048.1	protein_coding	20/23	-	-	-	1997	1810	604	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000678445.1	nonsense_mediated_decay	21/24	-	-	-	2201	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678535.1	protein_coding	21/23	-	-	-	2123	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.265)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678572.1	protein_coding	21/24	-	-	-	2096	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	non_coding_transcript_exon_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000678659.1	retained_intron	20/20	-	-	-	2331	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678674.1	protein_coding	20/23	-	-	-	1963	1798	600	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.12)	benign(0.223)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	non_coding_transcript_exon_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000678764.1	retained_intron	20/23	-	-	-	2311	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678792.1	protein_coding	21/24	-	-	-	2099	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678827.1	protein_coding	21/24	-	-	-	2157	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.392)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678905.1	protein_coding	21/24	-	-	-	2128	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678906.1	protein_coding	22/25	-	-	-	2219	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	P4	tolerated_low_confidence(0.13)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678913.1	protein_coding	21/24	-	-	-	2096	1909	637	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000678960.1	protein_coding	22/25	-	-	-	2160	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	P4	tolerated_low_confidence(0.13)	probably_damaging(0.982)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000679014.1	protein_coding	21/24	-	-	-	2150	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	A1	tolerated_low_confidence(0.13)	probably_damaging(0.97)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000679166.1	protein_coding	20/23	-	-	-	2005	1810	604	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.13)	benign(0.209)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	missense_variant	MODERATE	STAT3	ENSG00000168610	Transcript	ENST00000679185.1	protein_coding	21/24	-	-	-	2142	1894	632	T/S	Acc/Tcc	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	tolerated_low_confidence(0.14)	benign(0.392)	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	non_coding_transcript_exon_variant	MODIFIER	STAT3	ENSG00000168610	Transcript	ENST00000679231.1	retained_intron	19/22	-	-	-	2137	-	-	-	-	-	-	-1	-	HGNC	HGNC:11364	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	17:42322489-42322489	A	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000555936	CTCF_binding_site	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
.	18:63318180-63318180	G	missense_variant	MODERATE	BCL2	ENSG00000171791	Transcript	ENST00000333681.5	protein_coding	2/3	-	-	-	1369	487	163	N/H	Aac/Cac	COSV104414312	-	-1	-	HGNC	HGNC:990	NM_000633.3	-	1	P1	deleterious(0.01)	-	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	missense_variant	MODERATE	BCL2	ENSG00000171791	Transcript	ENST00000398117.1	protein_coding	1/2	-	-	-	1949	487	163	N/H	Aac/Cac	COSV104414312	-	-1	-	HGNC	HGNC:990	-	-	1	P1	deleterious(0.01)	-	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	missense_variant	MODERATE	BCL2	ENSG00000171791	Transcript	ENST00000589955.2	protein_coding	1/1	-	-	-	633	487	163	N/H	Aac/Cac	COSV104414312	-	-1	-	HGNC	HGNC:990	-	-	-	-	deleterious(0)	-	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	missense_variant,NMD_transcript_variant	MODERATE	BCL2	ENSG00000171791	Transcript	ENST00000677227.1	nonsense_mediated_decay	1/3	-	-	-	487	487	163	N/H	Aac/Cac	COSV104414312	-	-1	-	HGNC	HGNC:990	-	-	-	-	deleterious(0.01)	benign(0.208)	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	missense_variant,NMD_transcript_variant	MODERATE	BCL2	ENSG00000171791	Transcript	ENST00000678134.1	nonsense_mediated_decay	1/3	-	-	-	487	487	163	N/H	Aac/Cac	COSV104414312	-	-1	-	HGNC	HGNC:990	-	-	-	-	deleterious(0)	possibly_damaging(0.557)	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	missense_variant,NMD_transcript_variant	MODERATE	BCL2	ENSG00000171791	Transcript	ENST00000678349.1	nonsense_mediated_decay	1/2	-	-	-	487	487	163	N/H	Aac/Cac	COSV104414312	-	-1	-	HGNC	HGNC:990	-	-	-	-	deleterious(0)	-	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000104505	promoter	-	-	-	-	-	-	-	-	-	COSV104414312	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000578487	CTCF_binding_site	-	-	-	-	-	-	-	-	-	COSV104414312	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-
.	18:63318180-63318180	G	TF_binding_site_variant	MODIFIER	-	-	MotifFeature	ENSM00522678679	-	-	-	-	-	-	-	-	-	-	COSV104414312	-	-1	-	-	-	-	-	-	-	-	-	-	-	1	1	-	ENSPFM0402	2	Y	-0.080	MYBL1::MAX
.	18:63318180-63318180	G	TF_binding_site_variant	MODIFIER	-	-	MotifFeature	ENSM00000012853	-	-	-	-	-	-	-	-	-	-	COSV104414312	-	1	-	-	-	-	-	-	-	-	-	-	-	1	1	-	ENSPFM0042	17	N	0.005	CTCF
.	18:63318520-63318520	A	synonymous_variant	LOW	BCL2	ENSG00000171791	Transcript	ENST00000333681.5	protein_coding	2/3	-	-	-	1029	147	49	F	ttC/ttT	rs200972039,COSV61380373,COSV61397879	-	-1	-	HGNC	HGNC:990	NM_000633.3	-	1	P1	-	-	0.0002	-	0,1,1	0,1,1	-	-	-	-	-	-
.	18:63318520-63318520	A	synonymous_variant	LOW	BCL2	ENSG00000171791	Transcript	ENST00000398117.1	protein_coding	1/2	-	-	-	1609	147	49	F	ttC/ttT	rs200972039,COSV61380373,COSV61397879	-	-1	-	HGNC	HGNC:990	-	-	1	P1	-	-	0.0002	-	0,1,1	0,1,1	-	-	-	-	-	-
.	18:63318520-63318520	A	synonymous_variant	LOW	BCL2	ENSG00000171791	Transcript	ENST00000589955.2	protein_coding	1/1	-	-	-	293	147	49	F	ttC/ttT	rs200972039,COSV61380373,COSV61397879	-	-1	-	HGNC	HGNC:990	-	-	-	-	-	-	0.0002	-	0,1,1	0,1,1	-	-	-	-	-	-
.	18:63318520-63318520	A	synonymous_variant,NMD_transcript_variant	LOW	BCL2	ENSG00000171791	Transcript	ENST00000677227.1	nonsense_mediated_decay	1/3	-	-	-	147	147	49	F	ttC/ttT	rs200972039,COSV61380373,COSV61397879	-	-1	-	HGNC	HGNC:990	-	-	-	-	-	-	0.0002	-	0,1,1	0,1,1	-	-	-	-	-	-
.	18:63318520-63318520	A	synonymous_variant,NMD_transcript_variant	LOW	BCL2	ENSG00000171791	Transcript	ENST00000678134.1	nonsense_mediated_decay	1/3	-	-	-	147	147	49	F	ttC/ttT	rs200972039,COSV61380373,COSV61397879	-	-1	-	HGNC	HGNC:990	-	-	-	-	-	-	0.0002	-	0,1,1	0,1,1	-	-	-	-	-	-
.	18:63318520-63318520	A	synonymous_variant,NMD_transcript_variant	LOW	BCL2	ENSG00000171791	Transcript	ENST00000678349.1	nonsense_mediated_decay	1/2	-	-	-	147	147	49	F	ttC/ttT	rs200972039,COSV61380373,COSV61397879	-	-1	-	HGNC	HGNC:990	-	-	-	-	-	-	0.0002	-	0,1,1	0,1,1	-	-	-	-	-	-
.	18:63318520-63318520	A	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000104505	promoter	-	-	-	-	-	-	-	-	-	rs200972039,COSV61380373,COSV61397879	-	-	-	-	-	-	-	-	-	-	-	0.0002	-	0,1,1	0,1,1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000344626.10	protein_coding	17/35	-	-	-	2639	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	NM_003072.5	-	1	P4	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000429416.8	protein_coding	18/36	-	-	-	2744	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	2	P4	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000444061.8	protein_coding	18/35	-	-	-	2559	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	5	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000541122.6	protein_coding	18/35	-	-	-	2748	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	5	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	upstream_gene_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000585799.5	retained_intron	-	-	-	-	-	-	-	-	-	rs375459615	1600	1	-	HGNC	HGNC:11100	-	-	2	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	non_coding_transcript_exon_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000586122.5	protein_coding_CDS_not_defined	2/5	-	-	-	45	-	-	-	-	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	5	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	upstream_gene_variant	MODIFIER	-	ENSG00000266936	Transcript	ENST00000587831.1	lncRNA	-	-	-	-	-	-	-	-	-	rs375459615	2970	-1	-	-	-	-	-	5	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	non_coding_transcript_exon_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000587988.5	retained_intron	1/4	-	-	-	112	-	-	-	-	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	2	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000589677.5	protein_coding	18/35	-	-	-	2793	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	5	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000590574.6	protein_coding	17/34	-	-	-	2900	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	5	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000591545.6	protein_coding	16/24	-	-	-	2336	2337	779	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	2	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	upstream_gene_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000591595.5	retained_intron	-	-	-	-	-	-	-	-	-	rs375459615	33	1	-	HGNC	HGNC:11100	-	-	2	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	non_coding_transcript_exon_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000592604.6	retained_intron	2/19	-	-	-	794	-	-	-	-	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	1	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000642350.1	protein_coding	9/27	-	-	-	948	948	316	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	upstream_gene_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000642508.1	protein_coding	-	-	-	-	-	-	-	-	-	rs375459615	2767	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000642628.1	protein_coding	17/35	-	-	-	2712	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000642726.1	protein_coding	17/35	-	-	-	2734	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000643208.1	protein_coding	9/27	-	-	-	1020	1020	340	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000643296.1	protein_coding	17/34	-	-	-	2712	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000643534.1	protein_coding	8/25	-	-	-	748	750	250	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000643549.1	protein_coding	17/35	-	-	-	2734	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000643857.1	protein_coding	8/25	-	-	-	818	819	273	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000643995.1	protein_coding	14/32	-	-	-	1877	1878	626	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000644065.1	protein_coding	10/27	-	-	-	1190	1191	397	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	non_coding_transcript_exon_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000644267.1	retained_intron	8/21	-	-	-	818	-	-	-	-	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000644290.1	nonsense_mediated_decay	8/16	-	-	-	720	-	-	-	-	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant,NMD_transcript_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000644327.1	nonsense_mediated_decay	11/29	-	-	-	1234	1236	412	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000644737.1	protein_coding	17/34	-	-	-	2734	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000644963.1	protein_coding	10/28	-	-	-	1108	1110	370	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant,NMD_transcript_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000645061.1	nonsense_mediated_decay	9/28	-	-	-	951	951	317	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000645460.1	protein_coding	17/34	-	-	-	2623	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant,NMD_transcript_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000645648.1	nonsense_mediated_decay	3/21	-	-	-	327	327	109	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000646183.1	protein_coding	8/26	-	-	-	809	810	270	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	upstream_gene_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000646236.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	rs375459615	622	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000646484.1	protein_coding	17/34	-	-	-	2734	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000646510.1	protein_coding	18/35	-	-	-	2753	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000646513.1	protein_coding	4/11	-	-	-	297	297	99	E	gaG/gaA	rs375459615	-	1	cds_start_NF,cds_end_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	SMARCA4	ENSG00000127616	Transcript	ENST00000646593.1	nonsense_mediated_decay	3/21	-	-	-	311	-	-	-	-	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000646693.2	protein_coding	17/36	-	-	-	2636	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	NM_001387283.1	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000646746.1	protein_coding	8/26	-	-	-	763	765	255	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000647230.1	protein_coding	17/34	-	-	-	2712	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	A1	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000647268.1	protein_coding	8/25	-	-	-	816	816	272	E	gaG/gaA	rs375459615	-	1	cds_start_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant,NMD_transcript_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000704344.1	nonsense_mediated_decay	17/35	-	-	-	2609	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000704345.1	protein_coding	18/27	-	-	-	2871	2454	818	E	gaG/gaA	rs375459615	-	1	cds_end_NF	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	synonymous_variant	LOW	SMARCA4	ENSG00000127616	Transcript	ENST00000711079.1	protein_coding	17/36	-	-	-	2711	2463	821	E	gaG/gaA	rs375459615	-	1	-	HGNC	HGNC:11100	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	19:11018981-11018981	A	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00001219892	enhancer	-	-	-	-	-	-	-	-	-	rs375459615	-	-	-	-	-	-	-	-	-	-	-	-	likely_benign	-	1	-	-	-	-	-	-
.	3:187743034-187743034	T	intron_variant	MODIFIER	BCL6	ENSG00000113916	Transcript	ENST00000406870.7	protein_coding	-	1/9	-	-	-	-	-	-	-	rs149205197	-	-1	-	HGNC	HGNC:1001	NM_001706.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
.	3:187743034-187743034	T	intron_variant,non_coding_transcript_variant	MODIFIER	BCL6	ENSG00000113916	Transcript	ENST00000470319.1	retained_intron	-	1/1	-	-	-	-	-	-	-	rs149205197	-	-1	-	HGNC	HGNC:1001	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
.	3:187743034-187743034	T	intron_variant,non_coding_transcript_variant	MODIFIER	BCL6	ENSG00000113916	Transcript	ENST00000480458.5	protein_coding_CDS_not_defined	-	1/3	-	-	-	-	-	-	-	rs149205197	-	-1	-	HGNC	HGNC:1001	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
.	3:187743034-187743034	T	intron_variant,non_coding_transcript_variant	MODIFIER	BCL6	ENSG00000113916	Transcript	ENST00000496823.1	protein_coding_CDS_not_defined	-	1/1	-	-	-	-	-	-	-	rs149205197	-	-1	-	HGNC	HGNC:1001	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
.	3:187743034-187743034	T	intron_variant	MODIFIER	BCL6	ENSG00000113916	Transcript	ENST00000621333.4	protein_coding	-	1/8	-	-	-	-	-	-	-	rs149205197	-	-1	-	HGNC	HGNC:1001	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
