# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FGFR2	ENSG00000066468	ENST00000684153	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
FUS	ENSG00000089280	ENST00000254108	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000380244	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000568685	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000078429	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000587636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNA11	ENSG00000088256	ENST00000588401	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000265620	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000306090	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000313949	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000338783	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000349036	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000354359	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371075	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371081	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000371085	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371095	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371098	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371100	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371102	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000419558	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000423897	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000453292	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000461152	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000462499	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000464788	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000464960	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000467227	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000467321	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000468895	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000469431	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000470512	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000472183	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000476935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000477931	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000478585	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480232	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480975	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000481039	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000482112	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000484504	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000485673	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488546	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000491348	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000492907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000493744	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000603546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000604005	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000657090	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000663479	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000667293	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000676826	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000682803	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000683015	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GPSM3	ENSG00000213654	ENST00000375043	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HPDL	ENSG00000186603	ENST00000334815	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000311189	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000397594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HRAS	ENSG00000174775	ENST00000397596	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000417302	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000451590	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000468682	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KDR	ENSG00000128052	ENST00000263923	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0
KIT	ENSG00000157404	ENST00000288135	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000412167	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000686011	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687109	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687246	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687295	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000689832	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000689994	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000690543	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
KIT	ENSG00000157404	ENST00000692783	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LETM2	ENSG00000165046	ENST00000379957	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000357115	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000507224	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000510413	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000651943	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LRRC56	ENSG00000161328	ENST00000270115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LTO1	ENSG00000149716	ENST00000538554	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000307102	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685172	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685763	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000686347	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000689951	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691576	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691937	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000692683	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000693150	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MCPH1	ENSG00000147316	ENST00000344683	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000521129	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000687413	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000689348	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000689633	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MCPH1	ENSG00000147316	ENST00000689736	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MCPH1	ENSG00000147316	ENST00000690708	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000690826	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000691435	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000692836	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MCPH1	ENSG00000147316	ENST00000692938	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MET	ENSG00000105976	ENST00000318493	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
MET	ENSG00000105976	ENST00000397752	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
MET	ENSG00000105976	ENST00000436117	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MET	ENSG00000105976	ENST00000456159	protein_coding	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0
MITF	ENSG00000187098	ENST00000352241	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000642352	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000687384	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000693031	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000233146	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MSH2	ENSG00000095002	ENST00000406134	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MSH2	ENSG00000095002	ENST00000543555	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MSH2	ENSG00000095002	ENST00000645506	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MSH6	ENSG00000116062	ENST00000234420	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
MSH6	ENSG00000116062	ENST00000411819	protein_coding	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000420813	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000455383	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000538136	protein_coding	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000540021	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000614496	protein_coding	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000652107	protein_coding	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000673637	protein_coding	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000354383	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000355498	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372098	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372104	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372110	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372115	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000412971	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000435155	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000448481	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000456914	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000483127	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000488731	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000528013	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000529892	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000529984	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000531105	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000672314	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MUTYH	ENSG00000132781	ENST00000672818	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MX1	ENSG00000157601	ENST00000679386	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000356175	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000358273	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000431387	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000456735	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000686189	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000691014	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF2	ENSG00000186575	ENST00000334961	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000338641	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000353887	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000361452	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000361676	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000397789	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000403435	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000403999	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000672896	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000280352	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000393047	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000420986	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000525785	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000531378	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000532163	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
NOTCH4	ENSG00000204301	ENST00000375023	protein_coding	0	2	0	2	0	1	1	0	0	0	1	0	0	0	1	0
NR6A1	ENSG00000148200	ENST00000344523	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0
NR6A1	ENSG00000148200	ENST00000373584	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0
NR6A1	ENSG00000148200	ENST00000416460	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0
NR6A1	ENSG00000148200	ENST00000487099	protein_coding	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0
NRG1	ENSG00000157168	ENST00000287842	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000356819	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000405005	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518206	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000519301	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520407	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520502	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000521670	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000522569	protein_coding	0	0	0	18	0	0	0	0	0	0	17	0	0	0	0	1
NRG1	ENSG00000157168	ENST00000523041	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523079	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523534	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650819	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650866	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650919	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650967	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650980	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651149	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651333	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651335	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652588	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652592	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652698	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000277120	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000304053	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000323115	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000359847	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376208	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376213	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000395882	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685387	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685720	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686259	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686322	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686324	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686443	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686496	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686542	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687148	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687386	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687596	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687636	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000688013	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689301	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689685	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689815	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000690281	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691415	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691788	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692181	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692389	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692473	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692506	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692762	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692804	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693109	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693127	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693384	protein_coding	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693539	protein_coding	0	0	1	15	0	0	0	0	0	0	15	1	0	0	0	0
