# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NRG1	ENSG00000157168	ENST00000523079	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523534	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650819	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650866	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650919	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650967	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650980	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651149	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651333	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651335	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652588	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652592	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652698	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000277120	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000304053	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000323115	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000359847	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376208	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376213	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000395882	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685387	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685720	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686259	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686322	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686324	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686443	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686496	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686542	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687148	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687386	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687596	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687636	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000688013	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689301	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689685	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689815	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000690281	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691415	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691788	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692181	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692389	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692473	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692506	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692762	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692804	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693109	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693127	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693384	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693539	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0
NTRK3	ENSG00000140538	ENST00000317501	protein_coding	0	1	0	23	0	0	0	0	23	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000355254	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000357724	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000360948	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000394480	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000540489	protein_coding	0	1	0	23	0	0	0	0	23	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000542733	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000557856	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000558676	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000560017	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000626019	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000629765	protein_coding	0	1	0	28	0	0	0	0	28	0	0	0	1	0
PDCD1LG2	ENSG00000197646	ENST00000397747	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PDGFRB	ENSG00000113721	ENST00000261799	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000322088	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000391791	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000462990	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RAD51B	ENSG00000182185	ENST00000487861	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000488612	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0
RET	ENSG00000165731	ENST00000340058	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
RET	ENSG00000165731	ENST00000355710	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
RET	ENSG00000165731	ENST00000615310	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ROS1	ENSG00000047936	ENST00000368507	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
ROS1	ENSG00000047936	ENST00000368508	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000276659	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517781	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517939	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0
SDC4	ENSG00000124145	ENST00000372733	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000264932	protein_coding	0	1	0	1	0	0	0	0	2	0	1	0	0	0
SDHA	ENSG00000073578	ENST00000504309	protein_coding	0	1	0	1	0	0	0	0	2	0	1	0	0	0
SDHA	ENSG00000073578	ENST00000510361	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000375549	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
SDHD	ENSG00000204370	ENST00000525291	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
SDHD	ENSG00000204370	ENST00000526592	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
SDHD	ENSG00000204370	ENST00000528021	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
SDHD	ENSG00000204370	ENST00000528048	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
SDHD	ENSG00000204370	ENST00000528182	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000638947	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000685005	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000685399	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000686876	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000690157	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000691544	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691902	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000335508	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000414963	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000424674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SF3B1	ENSG00000115524	ENST00000487698	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000645788	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000354674	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000367251	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000367255	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000367257	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000423061	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000539504	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000672154	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000672169	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000673173	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000313288	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000470136	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000612220	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000651472	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000652770	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TFE3	ENSG00000068323	ENST00000315869	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TIMM8B	ENSG00000150779	ENST00000504148	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
TIMM8B	ENSG00000150779	ENST00000541231	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
TMPRSS2	ENSG00000184012	ENST00000332149	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000398585	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000424093	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000454499	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000455813	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000458356	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000676973	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678171	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678348	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678743	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679016	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679054	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679263	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000298552	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000440111	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000545250	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000642617	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000642627	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643072	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643583	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643875	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000644097	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000644184	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000646625	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
WRN	ENSG00000165392	ENST00000298139	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	1	0
