# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ERCC4	ENSG00000175595	ENST00000682617	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000355832	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000447839	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000515869	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000680107	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ERCC6	ENSG00000225830	ENST00000681659	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000288319	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398897	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398905	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398907	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398910	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398911	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000398919	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000417133	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000442448	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ERG	ENSG00000157554	ENST00000453032	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000206249	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	1
ESR1	ENSG00000091831	ENST00000338799	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000404742	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000406599	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	1
ESR1	ENSG00000091831	ENST00000415488	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000427531	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	1
ESR1	ENSG00000091831	ENST00000440973	protein_coding	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0
ESR1	ENSG00000091831	ENST00000443427	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	1
ESR1	ENSG00000091831	ENST00000446550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ESR1	ENSG00000091831	ENST00000456483	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	1
ETV6	ENSG00000139083	ENST00000266427	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ETV6	ENSG00000139083	ENST00000396373	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0
ETV6	ENSG00000139083	ENST00000545027	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
EZH2	ENSG00000106462	ENST00000320356	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000350995	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000460911	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000476773	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000478654	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EZH2	ENSG00000106462	ENST00000483967	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FANCA	ENSG00000187741	ENST00000389301	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FANCA	ENSG00000187741	ENST00000389302	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FANCA	ENSG00000187741	ENST00000534992	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FANCA	ENSG00000187741	ENST00000543736	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FANCA	ENSG00000187741	ENST00000563673	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FANCA	ENSG00000187741	ENST00000568369	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FANCB	ENSG00000181544	ENST00000324138	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
FANCB	ENSG00000181544	ENST00000398334	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
FANCB	ENSG00000181544	ENST00000452869	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
FANCB	ENSG00000181544	ENST00000650831	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
FANCC	ENSG00000158169	ENST00000289081	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
FANCC	ENSG00000158169	ENST00000375305	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
FANCC	ENSG00000158169	ENST00000490972	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
FANCD2	ENSG00000144554	ENST00000287647	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000419585	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000431693	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000675286	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
FANCD2	ENSG00000144554	ENST00000676013	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
FANCD2OS	ENSG00000163705	ENST00000524279	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FANCE	ENSG00000112039	ENST00000229769	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
FANCI	ENSG00000140525	ENST00000300027	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000310775	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000561894	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000674831	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FANCI	ENSG00000140525	ENST00000676003	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000281708	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000296555	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000603548	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FBXW7	ENSG00000109670	ENST00000603841	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000336553	protein_coding	0	1	0	5	0	1	1	2	0	2	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000346997	protein_coding	0	0	0	5	0	0	0	1	0	2	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000351936	protein_coding	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000356226	protein_coding	0	1	0	5	1	1	1	0	0	3	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000357555	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000358487	protein_coding	0	1	0	5	1	1	1	0	0	3	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000359354	protein_coding	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000360144	protein_coding	0	1	0	5	0	1	1	2	0	2	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369056	protein_coding	0	0	0	5	0	0	0	2	0	1	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000369058	protein_coding	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	1
FGFR2	ENSG00000066468	ENST00000369059	protein_coding	0	1	0	5	1	1	1	0	0	3	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369060	protein_coding	0	1	0	5	1	1	1	0	0	3	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369061	protein_coding	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000429361	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000457416	protein_coding	0	1	0	5	0	1	1	1	0	3	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000478859	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000611527	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000613048	protein_coding	0	1	0	5	1	1	1	0	0	3	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000613324	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000638709	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000682550	protein_coding	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000682772	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000683035	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000683211	protein_coding	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000684153	protein_coding	0	1	0	5	1	1	1	0	0	3	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000292408	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000393637	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000393648	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000502906	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000503708	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000510911	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000511076	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FGFR4	ENSG00000160867	ENST00000513166	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000514472	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FLCN	ENSG00000154803	ENST00000285071	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FLCN	ENSG00000154803	ENST00000389169	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FLCN	ENSG00000154803	ENST00000417064	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FLCN	ENSG00000154803	ENST00000461699	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FLI1	ENSG00000151702	ENST00000281428	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FLI1	ENSG00000151702	ENST00000344954	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FLI1	ENSG00000151702	ENST00000527786	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FLI1	ENSG00000151702	ENST00000534087	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FLT3	ENSG00000122025	ENST00000241453	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000254108	protein_coding	0	1	0	3	0	1	1	0	0	2	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000380244	protein_coding	0	1	0	3	0	1	1	0	0	2	0	0	0	0	0	0
FUS	ENSG00000089280	ENST00000568685	protein_coding	0	1	0	3	0	1	1	0	0	2	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000078429	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
GNA11	ENSG00000088256	ENST00000587636	protein_coding	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1
GNA11	ENSG00000088256	ENST00000588401	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
GNAQ	ENSG00000156052	ENST00000286548	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
GNAQ	ENSG00000156052	ENST00000411677	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GNAS	ENSG00000087460	ENST00000265620	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000306090	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000313949	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000349036	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000354359	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371075	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371085	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371095	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371098	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371100	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000371102	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000419558	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000453292	protein_coding	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000462499	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000464788	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000467227	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000467321	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000468895	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000469431	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000470512	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000472183	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000476935	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000477931	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000478585	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000480232	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000480975	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000481039	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000482112	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000485673	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000488546	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000488652	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000491348	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
GNAS	ENSG00000087460	ENST00000492907	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000493744	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
GNAS	ENSG00000087460	ENST00000603546	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000604005	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000656419	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000657090	protein_coding	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000663479	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2
GNAS	ENSG00000087460	ENST00000667293	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000676826	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000682803	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GNAS	ENSG00000087460	ENST00000683015	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GNL3	ENSG00000163938	ENST00000394799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNL3	ENSG00000163938	ENST00000418458	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNL3	ENSG00000163938	ENST00000474423	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GNL3	ENSG00000163938	ENST00000479230	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
HDAC1	ENSG00000116478	ENST00000373548	protein_coding	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0
HDAC1	ENSG00000116478	ENST00000428704	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
HPDL	ENSG00000186603	ENST00000334815	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
IFI30	ENSG00000216490	ENST00000597802	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IGBP1P2	ENSG00000266826	ENST00000583666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KDR	ENSG00000128052	ENST00000263923	protein_coding	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0
KHDC4	ENSG00000132680	ENST00000368320	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
KHDC4	ENSG00000132680	ENST00000368321	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000256078	protein_coding	0	1	0	2	0	0	0	0	0	3	0	1	0	0	0	0
KRAS	ENSG00000133703	ENST00000311936	protein_coding	0	1	0	2	0	0	0	0	0	3	0	1	0	0	0	0
KRAS	ENSG00000133703	ENST00000557334	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000685328	protein_coding	0	1	0	2	0	0	0	0	0	3	0	1	0	0	0	0
KRAS	ENSG00000133703	ENST00000688940	protein_coding	0	1	0	2	0	0	0	0	0	3	0	1	0	0	0	0
KRAS	ENSG00000133703	ENST00000692768	protein_coding	0	1	0	2	0	0	0	0	0	3	0	1	0	0	0	0
KRAS	ENSG00000133703	ENST00000693229	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000357115	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000507224	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000510413	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LRBA	ENSG00000198589	ENST00000651943	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LRRC14	ENSG00000160959	ENST00000292524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC14	ENSG00000160959	ENST00000527730	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC14	ENSG00000160959	ENST00000529022	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC14	ENSG00000160959	ENST00000530854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRRC41	ENSG00000132128	ENST00000343304	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRC41	ENSG00000132128	ENST00000496156	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LRRC41	ENSG00000132128	ENST00000615587	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LRRC41	ENSG00000132128	ENST00000617190	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000307102	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000566326	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685172	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685763	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000686347	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000689951	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691576	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691937	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000692683	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000693150	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
MAP3K1	ENSG00000095015	ENST00000399503	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
MAP3K2	ENSG00000169967	ENST00000409947	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K2	ENSG00000169967	ENST00000682094	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MARCKSL1	ENSG00000175130	ENST00000329421	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MET	ENSG00000105976	ENST00000318493	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
MET	ENSG00000105976	ENST00000397752	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
MET	ENSG00000105976	ENST00000456159	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
MFSD3	ENSG00000167700	ENST00000301327	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MIEN1	ENSG00000141741	ENST00000394231	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
MIEN1	ENSG00000141741	ENST00000577810	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000355774	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000380968	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000553263	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000553713	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000556257	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000557648	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000233146	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000406134	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000543555	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000645506	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
MSH3	ENSG00000113318	ENST00000265081	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MSH3	ENSG00000113318	ENST00000658259	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MSH3	ENSG00000113318	ENST00000667069	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MTOR	ENSG00000198793	ENST00000361445	protein_coding	0	1	0	7	0	0	0	0	0	7	0	0	0	0	1	0
MTOR	ENSG00000198793	ENST00000376838	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	1	0
MTOR	ENSG00000198793	ENST00000455339	protein_coding	0	0	0	5	0	0	1	1	0	3	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000354383	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000355498	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
