#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0002861	Melanoma	2	61	1.91	0.0231	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
Monarch	HP:0001560	Abnormality of the amniotic fluid	3	344	1.33	0.0232	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000418960	FANCM,RSPO2,BRCA1
Monarch	HP:0000238	Hydrocephalus	3	345	1.33	0.0233	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000418960	FANCM,RSPO2,BRCA1
Monarch	HP:0000525	Abnormality iris morphology	3	352	1.32	0.0244	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000418960	FANCM,RSPO2,BRCA1
Monarch	HP:0001199	Triphalangeal thumb	2	64	1.89	0.0244	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0002575	Tracheoesophageal fistula	2	65	1.88	0.0248	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0003117	Abnormal circulating hormone concentration	3	357	1.32	0.0248	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000363822	CDKN1B,FANCM,AR
Monarch	HP:0011893	Abnormal leukocyte count	3	367	1.3	0.0266	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0000072	Hydroureter	2	69	1.85	0.0271	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0000951	Abnormality of the skin	5	1888	0.81	0.0271	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,ATRX,AR,BRCA1
Monarch	HP:0033127	Abnormality of the musculoskeletal system	6	3173	0.67	0.0275	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0008736	Hypoplasia of penis	3	387	1.28	0.0294	9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822	RSPO2,ATRX,AR
Monarch	HP:0000377	Abnormal pinna morphology	4	1019	0.99	0.0310	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0000153	Abnormality of the mouth	5	1992	0.79	0.0323	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0031826	Abnormal reflex	4	1046	0.97	0.0331	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,ATRX,AR,BRCA1
Monarch	HP:0006501	Aplasia/Hypoplasia of the radius	2	81	1.78	0.0337	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0040064	Abnormality of limbs	5	2018	0.79	0.0337	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0012252	Abnormal respiratory system morphology	4	1067	0.97	0.0347	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,RSPO2,ATRX,BRCA1
Monarch	HP:0008572	External ear malformation	2	86	1.76	0.0368	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0000142	Abnormal vagina morphology	2	90	1.74	0.0397	9606.ENSP00000276659,9606.ENSP00000363822	RSPO2,AR
Monarch	HP:0001882	Leukopenia	2	90	1.74	0.0397	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0000286	Epicanthus	3	447	1.22	0.0400	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
Monarch	HP:0002414	Spina bifida	2	94	1.72	0.0421	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0008053	Aplasia/Hypoplasia of the iris	2	96	1.71	0.0434	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0001939	Abnormality of metabolism/homeostasis	5	2168	0.75	0.0436	9606.ENSP00000228872,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,FANCM,ATRX,AR,BRCA1
Monarch	HP:0000453	Choanal atresia	2	101	1.69	0.0470	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
Monarch	HP:0009121	Abnormal axial skeleton morphology	5	2206	0.75	0.0470	9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	FANCM,RSPO2,ATRX,AR,BRCA1
Monarch	HP:0000045	Abnormality of the scrotum	2	102	1.68	0.0476	9606.ENSP00000362441,9606.ENSP00000363822	ATRX,AR
Monarch	HP:0001053	Hypopigmented skin patches	2	102	1.68	0.0476	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
DISEASES	DOID:1100	Ovarian disease	4	109	1.96	0.00032	9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,FANCM,AR,BRCA1
DISEASES	DOID:162	Cancer	6	978	1.18	0.00090	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,ROS1,ATRX,AR,BRCA1
DISEASES	DOID:0050686	Organ system cancer	5	757	1.21	0.0033	9606.ENSP00000260947,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,ROS1,ATRX,AR,BRCA1
DISEASES	DOID:5683	Hereditary breast ovarian cancer syndrome	2	7	2.85	0.0033	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
DISEASES	DOID:299	Adenocarcinoma	3	119	1.79	0.0058	9606.ENSP00000357494,9606.ENSP00000363822,9606.ENSP00000418960	ROS1,AR,BRCA1
DISEASES	DOID:0050687	Cell type cancer	4	451	1.34	0.0076	9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	ROS1,ATRX,AR,BRCA1
DISEASES	DOID:2355	Anemia	3	156	1.68	0.0107	9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	FANCM,ATRX,BRCA1
DISEASES	DOID:193	Reproductive organ cancer	3	167	1.65	0.0121	9606.ENSP00000260947,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,AR,BRCA1
DISEASES	DOID:225	Syndrome	5	1214	1.01	0.0141	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000276659,9606.ENSP00000362441,9606.ENSP00000418960	CDKN1B,BARD1,RSPO2,ATRX,BRCA1
DISEASES	DOID:13636	Fanconi anemia	2	25	2.29	0.0154	9606.ENSP00000267430,9606.ENSP00000418960	FANCM,BRCA1
DISEASES	DOID:4	Disease	8	6291	0.5	0.0312	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000276659,9606.ENSP00000357494,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,RSPO2,ROS1,ATRX,AR,BRCA1
COMPARTMENTS	GOCC:0005654	Nucleoplasm	6	1146	1.11	0.0023	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	CDKN1B,BARD1,FANCM,ATRX,AR,BRCA1
COMPARTMENTS	GOCC:0031436	BRCA1-BARD1 complex	2	4	3.09	0.0025	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
COMPARTMENTS	GOCC:0070532	BRCA1-B complex	2	4	3.09	0.0025	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
COMPARTMENTS	GOCC:0070531	BRCA1-A complex	2	7	2.85	0.0030	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
COMPARTMENTS	GOCC:0070533	BRCA1-C complex	2	7	2.85	0.0030	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
COMPARTMENTS	GOCC:0016604	Nuclear body	4	381	1.41	0.0036	9606.ENSP00000260947,9606.ENSP00000362441,9606.ENSP00000363822,9606.ENSP00000418960	BARD1,ATRX,AR,BRCA1
COMPARTMENTS	GOCC:0000151	Ubiquitin ligase complex	3	262	1.45	0.0368	9606.ENSP00000228872,9606.ENSP00000260947,9606.ENSP00000418960	CDKN1B,BARD1,BRCA1
UniProt Keywords	KW-0234	DNA repair	4	325	1.48	0.0034	9606.ENSP00000260947,9606.ENSP00000267430,9606.ENSP00000362441,9606.ENSP00000418960	BARD1,FANCM,ATRX,BRCA1
SMART	SM00292	Breast cancer carboxy-terminal domain	2	22	2.35	0.0325	9606.ENSP00000260947,9606.ENSP00000418960	BARD1,BRCA1
